nom,insee,POPULATION,departement,region,epci
Saint-Laurent-de-Cognac,16330,837,16,75,200070514
Anthy-sur-Léman,74013,2141,74,84,200067551
Oueilloux,65346,172,65,76,200070803
Dampleux,02259,402,02,32,200071991
Manéglise,76404,1277,76,28,247600596
Soligny-la-Trappe,61475,696,61,28,200036069
Béalcourt,80060,103,80,32,200070951
Dampierre-en-Bresse,71168,171,71,27,247100647
Angresse,40004,1963,40,75,244000865
Halloy,62404,225,62,32,200069482
Saint-Vaast-du-Val,76654,475,76,28,200068534
Bully-les-Mines,62186,12512,62,32,246200364
Cognières,70159,91,70,27,200041853
Cormot-Vauchignon,21195,202,21,27,200006682
Cleuville,76180,196,76,28,200069839
Sazos,65413,117,65,76,200070811
Englos,59195,602,59,32,245900410
Lohr,67273,497,67,44,200067783
Montredon,46207,291,46,76,200067361
Beaulieu-sous-la-Roche,85016,2185,85,52,248500530
La Capelle,02141,1813,02,32,240200444
Reigneville-Bocage,50430,39,50,28,200067205
Arhansus,64045,72,64,75,200067106
Coulmier-le-Sec,21201,265,21,27,242101434
Sorbets,32437,213,32,76,243200409
Bercenay-en-Othe,10037,469,10,44,241000447
Fourneaux,42098,596,42,84,244200630
Le Tilleul-Lambert,27641,245,27,28,242700607
Talcy,41253,252,41,24,200055481
Quingey,25475,1407,25,27,200068070
Aubigny-aux-Kaisnes,02032,246,02,32,200071892
Biert,09057,311,09,76,200067940
Saint-Mayeux,22316,479,22,53,200067460
La Roche-l'Abeille,87127,619,87,75,248700189
Saint-Ange-et-Torçay,28323,285,28,24,200040277
Cuzieu,42081,1494,42,84,200065894
Faverolles-en-Berry,36072,327,36,24,200040558
Nœux-lès-Auxi,62616,181,62,32,200069672
Saint-Gein,40259,431,40,75,244000774
Blajan,31070,521,31,76,200072643
Crosne,91191,9079,91,11,200058477
Pars-lès-Chavanges,10279,66,10,44,200040137
Cléon,76178,5078,76,28,200023414
Tourch,29281,1032,29,53,242900769
Saint-Parize-en-Viry,58259,163,58,27,200071140
Saint-Cirgues-de-Prades,07223,138,07,84,200039824
Reichsfeld,67387,298,67,44,200034270
Chanteloup,79069,1008,79,75,200040244
La Marre,39317,331,39,27,200069615
Villefranche-de-Rouergue,12300,11892,12,76,200069383
Roche-le-Peyroux,19175,98,19,75,200066744
Ancourt,76008,675,76,28,247600786
Villoncourt,88509,107,88,44,200068757
Chaumont-le-Bourg,63105,232,63,84,200070761
Le Chalange,61082,102,61,28,200035103
Froyelles,80371,116,80,32,200070936
Bois-Anzeray,27068,176,27,28,200066462
Cassel,59135,2311,59,32,200040947
Lussant,17216,987,17,75,200041762
Lamagdelaine,46149,715,46,76,200023737
Huisseau-en-Beauce,41103,419,41,24,200072072
Poilcourt-Sydney,08340,178,08,44,200043156
Levallois-Perret,92044,64195,92,11,200054781
Lisores,14368,271,14,28,200069532
Saint-Fiacre,77408,407,77,11,247700438
Thuy,65443,18,65,76,200070803
Frouard,54215,6638,54,44,245400601
Foucaucourt-Hors-Nesle,80336,74,80,32,200071181
Cucugnan,11113,129,11,76,200070365
Cérilly,03048,1316,03,84,240300558
Tercé,86268,1115,86,75,200069854
Marcilly-d'Azergues,69125,864,69,84,200040574
Chainaz-les-Frasses,74054,673,74,84,200066793
Blandy,91067,120,91,11,200017846
Beaucaire,30032,16094,30,76,243000585
Osséja,66130,1328,66,76,246600399
Saint-Maurice-de-Gourdans,01378,2509,01,84,240100883
Saint-Martin-l'Aiguillon,61427,198,61,28,200071652
Le Lorey,50279,614,50,28,200066389
Sainte-Gemme-Moronval,28332,1093,28,24,200040277
Astaffort,47015,2063,47,75,200035459
Parpeville,02592,195,02,32,200040426
Camps-sur-l'Agly,11065,59,11,76,200071926
Saint-Julien-lès-Gorze,54477,164,54,44,200070738
Albon,26002,1879,26,84,200040491
Ennery,57193,1972,57,44,200039949
Gruchet-le-Valasse,76329,3133,76,28,200010700
Rahling,57561,773,57,44,200069441
Dahlenheim,67081,763,67,44,200068864
Noizay,37171,1150,37,24,200043065
Sigottier,05167,87,05,93,200068765
Châtelard,23055,31,23,75,200067593
Treize-Septiers,85295,3144,85,52,200070233
Jarcieu,38198,1028,38,84,243800844
Champigny-sur-Veude,37051,875,37,24,200072668
Raucourt-au-Bois,59494,176,59,32,200043321
La Chapelle-du-Bard,38078,554,38,84,200018166
Bagnolet,93006,35881,93,11,200054781
Jossigny,77237,670,77,11,247700594
La Garde,83062,25047,83,93,248300543
Saint-Jean-de-Ceyrargues,30264,157,30,76,200066918
Ribaute-les-Tavernes,30214,2098,30,76,200066918
Oinville-Saint-Liphard,28284,272,28,24,200070159
Saint-Cyr-en-Arthies,95543,247,95,11,249500513
Gargas,31211,693,31,76,200034957
Durdat-Larequille,03106,1336,03,84,200071512
Haubourdin,59286,14804,59,32,245900410
Launoy,02412,97,02,32,240200519
Étampes,91223,24271,91,11,200017846
Campagne-lès-Wardrecques,62205,1219,62,32,200069037
Saint-Calais,72269,3281,72,52,200072692
Saucats,33501,2827,33,75,243301264
Volnay,21712,241,21,27,200006682
Haulies,32153,160,32,76,200072320
Magstatt-le-Bas,68197,476,68,44,200066058
Perelli,2B208,111,2B,94,200034205
Corbeny,02215,734,02,32,240200592
Mézy-sur-Seine,78403,2018,78,11,200059889
Airon-Notre-Dame,62015,214,62,32,200069029
Sonnac-sur-l'Hers,11380,146,11,76,200043776
Fontenoy,02326,494,02,32,200071991
Arnouville-lès-Mantes,78020,921,78,11,200059889
Lublé,37137,146,37,24,200072981
Villers-Chief,25623,120,25,27,242504181
Allenjoie,25011,734,25,27,200065647
Beaufort,31051,419,31,76,200068815
Saint-Germain-sur-Ay,50481,911,50,28,200067031
Gumery,10169,256,10,44,200006716
Fontaine-Saint-Lucien,60243,158,60,32,200067999
Pareid,55399,121,55,44,245501176
Angely,89008,161,89,27,200039709
Verneuil d'Avre et d'Iton,27679,8173,27,28,200066462
Domprix,54169,81,54,44,200070290
Saint-Thual,35318,865,35,53,243500733
Mercuès,46191,1055,46,76,200023737
Le Val-de-Gouhenans,70515,64,70,27,247000664
Cléville,76181,160,76,28,200010700
La Hoguette,14332,719,14,28,241400514
Gilly-sur-Isère,73124,2973,73,84,200068997
Bourgon,53040,655,53,52,245300306
Berny-Rivière,02071,644,02,32,200071991
Saint-André-d'Apchon,42199,1961,42,84,200035731
Marnhagues-et-Latour,12139,127,12,76,241200906
Doingt,80240,1431,80,32,200037059
Saint-Laurent-en-Royans,26311,1376,26,84,200067767
Le Glaizil,05062,174,05,93,200068096
Briastre,59108,748,59,32,200030633
Ougney-Douvot,25439,235,25,27,242504447
Condac,16104,470,16,75,200043016
Tillières-sur-Avre,27643,1098,27,28,200066462
Recologne,25482,646,25,27,200041887
Malataverne,26169,1964,26,84,200042901
Solesmes,72336,1211,72,52,247200090
Gesvres,53106,532,53,52,200042182
Enfonvelle,52185,72,52,44,200070332
Saint-Brancher,89336,296,89,27,200039758
Blombay,08071,135,08,44,200067759
Montmerle-sur-Saône,01263,3794,01,84,200070118
Val d'Oronaye,04120,115,04,93,200072304
Vaxainville,54555,100,54,44,200070324
Chemenot,39136,35,39,27,200069615
Cousances-les-Forges,55132,1712,55,44,200066108
La Jarrie,17194,3206,17,75,241700434
La Vancelle,67505,406,67,44,246700967
Saint-Aignan,08377,146,08,44,200041630
Faissault,08163,246,08,44,240800862
Hurigny,71235,1964,71,27,200070308
Kurtzenhouse,67252,1046,67,44,246700843
Roquebrune-Cap-Martin,06104,12679,06,93,240600551
Alzi,2B013,25,2B,94,200073138
Soupir,02730,278,02,32,240200501
Postroff,57551,212,57,44,200068146
Chêne-Bernard,39139,66,39,27,243901089
La Destrousse,13031,3381,13,93,200054807
Noé,89278,541,89,27,248900334
Vergons,04236,114,04,93,200068625
Sainte-Radegonde,12241,1779,12,76,241200187
Trie-la-Ville,60645,317,60,32,246000707
Coudroy,45107,338,45,24,200067676
L'Échelle,08149,131,08,44,200041622
Elbach,68079,255,68,44,200066033
Samsons-Lion,64503,84,64,75,200067296
Preuilly-la-Ville,36167,166,36,24,243600319
Blumeray,52057,109,52,44,200044253
La Chapelle-Bertin,43057,53,43,84,200073419
Villard-sur-Doron,73317,698,73,84,200068997
Desmonts,45124,168,45,24,200071850
Castéras,09083,28,09,76,200066223
Bécheresse,16036,296,16,75,200029734
Bois-d'Arcy,89049,25,89,27,200039758
Saugy,18244,80,18,24,241800457
Droiturier,03105,331,03,84,240300491
Rougnat,23164,498,23,75,200067593
Beauvezer,04025,372,04,93,200068625
Rémilly,58221,156,58,27,200067882
Arc-sur-Tille,21021,2617,21,27,200069540
Ardengost,65023,11,65,76,246500573
Hengoat,22078,221,22,53,200065928
Parempuyre,33312,8235,33,75,243300316
Pluneret,56176,5473,56,53,200043123
Trappes,78621,32346,78,11,200058782
Aveize,69014,1129,69,84,200066587
Isneauville,76377,2792,76,28,200023414
Champsevraine,52083,737,52,44,200070332
Saint-Aubin-le-Cloud,79239,1764,79,75,200041333
Zimmersheim,68386,1042,68,44,200066009
Montlevicq,36130,115,36,24,243600350
Nancuise,39380,42,39,27,243901071
Aubencheul-au-Bac,59023,503,59,32,200068500
Bornambusc,76118,262,76,28,247600505
Vielle-Louron,65466,88,65,76,246500573
Soudé,51555,182,51,44,200066876
Marigny,51351,108,51,44,245100979
Le Tanu,50590,376,50,28,200043354
Mondreville,78413,406,78,11,247800550
Rustiques,11330,507,11,76,200035715
Courboin,02223,300,02,32,200072031
Camoël,56030,988,56,53,244400610
Allèves,74004,400,74,84,200066793
Heimsbrunn,68129,1302,68,44,200066009
Beaussault,76065,412,76,28,200069730
Boiry-Sainte-Rictrude,62147,404,62,32,200033579
Ceyrat,63070,6390,63,84,246300701
Watten,59647,2549,59,32,200040954
Charentay,69045,1240,69,84,200067817
Guivry,02362,251,02,32,200071785
Fécocourt,54190,109,54,44,245400510
Écouflant,49129,3983,49,52,244900015
Pussigny,37190,172,37,24,200072668
Audeux,25030,432,25,27,242500361
Donnenheim,67100,309,67,44,200067874
Gouy-sous-Bellonne,62383,1358,62,32,200044048
Sorbais,02728,291,02,32,240200444
Les Martys,11221,278,11,76,200042463
Villards-d'Héria,39561,441,39,27,243900412
Prondines,63289,261,63,84,200071215
Tréguier,22362,2470,22,53,200065928
Pronville-en-Artois,62671,328,62,32,200044048
Escorailles,15064,77,15,84,241501139
Mancenans-Lizerne,25366,190,25,27,200023075
Aroffe,88013,86,88,44,200068559
Les Sauvages,69174,644,69,84,200040566
Chamblay,39093,422,39,27,243900420
Guimiliau,29074,1024,29,53,242900751
Saint-Just-sur-Viaur,12235,212,12,76,200068831
Malmerspach,68199,515,68,44,246800205
Cany-Barville,76159,3059,76,28,200069839
Les Arsures,39019,245,39,27,200071595
Coubron,93015,4788,93,11,200054781
Blicourt,60077,342,60,32,246000848
Les Costes-Gozon,12078,182,12,76,241200914
