nom,insee,POPULATION,departement,region,epci
Menneville,02475,449,02,32,240200576
Urcel,02755,570,02,32,200071769
Champcevrais,89072,321,89,27,200067130
Bully,69032,2060,69,84,246900625
Brissac Loire Aubance,49050,10778,49,52,200071553
Boucoiran-et-Nozières,30046,896,30,76,200066918
Baltzenheim,68019,581,68,44,200066025
Arvigna,09022,232,09,76,200066231
West-Cappel,59657,584,59,32,200040954
Saint-Martin-du-Bec,76615,591,76,28,247600497
Pleumartin,86193,1243,86,75,248600413
Salles-d'Angles,16359,1036,16,75,200070514
Seyssuel,38487,1989,38,84,200077014
Catus,46064,881,46,76,200023737
Wargnies-le-Grand,59639,1082,59,32,200043321
Sabran,30225,1700,30,76,200034692
Nogent-lès-Montbard,21456,156,21,27,242101491
Labrit,40135,870,40,75,200069656
Saint-Mars-sur-la-Futaie,53238,568,53,52,245300389
Carcheto-Brustico,2B063,31,2B,94,200073252
Azoudange,57044,112,57,44,200068146
Baâlon,55025,309,55,44,200066132
Vaucouleurs,55533,1976,55,44,200066157
Ferrières-sur-Ariège,09121,805,09,76,200067791
Lacrost,71248,723,71,27,200069698
Glisolles,27287,818,27,28,242700276
Villechauve,41278,289,41,24,200072072
Beugnies,59078,628,59,32,200043263
Beaufort,39043,1125,39,27,200072056
Dalhunden,67082,1066,67,44,200041325
Tronchoy,89423,126,89,27,200039642
Lainsecq,89216,342,89,27,200067130
Précy-Notre-Dame,10303,84,10,44,200040137
Trémeur,22369,735,22,53,200069391
Sablons,33362,1350,33,75,200070092
La Neuville-en-Beine,02546,206,02,32,200071785
Arsonval,10012,329,10,44,241000405
Dormans,51217,2929,51,44,200066850
Vigneulles-lès-Hattonchâtel,55551,1572,55,44,200034874
Lédat,47146,1383,47,75,200023307
Aveizieux,42010,1593,42,84,200065894
Remilly-en-Montagne,21520,148,21,27,200039055
Vassel,63445,282,63,84,200067627
Chevreaux,39142,126,39,27,200072056
Guzargues,34118,521,34,76,200022986
Montsecret-Clairefougère,61292,682,61,28,200071520
Labastidette,31253,2443,31,76,200068641
Méthamis,84075,427,84,93,200035723
Kutzenhausen,67254,923,67,44,200013050
Azelot,54037,424,54,44,245400189
Rouziers,15167,120,15,84,200066678
Beyries,40041,123,40,75,244000881
Saint-Jean-sur-Reyssouze,01364,731,01,84,200071751
Sauviac,32419,109,32,76,200035756
Estivareilles,42091,694,42,84,200065886
Ver-sur-Launette,60666,1179,60,32,246000871
Rimogne,08365,1410,08,44,200067759
Dampierre-en-Montagne,21224,79,21,27,200071017
Sachin,62732,343,62,32,200069672
Saint-Vincent-de-Boisset,42294,926,42,84,200035731
Montsuzain,10256,408,10,44,200069250
Plagne,31422,103,31,76,200068815
Coutens,09102,169,09,76,200044469
Guitera-les-Bains,2A133,147,2A,94,200038958
Espoey,64216,1130,64,75,200067296
Mandagout,30154,399,30,76,243000270
Mirabel-et-Blacons,26183,1031,26,84,200040509
Bignan,56017,2784,56,53,200067221
Bourdettes,64145,507,64,75,246401756
Maranville,52308,422,52,44,245200597
Estensan,65172,38,65,76,246500573
La Salle-en-Beaumont,38470,323,38,84,200040657
Saint-Jean-Chambre,07244,281,07,84,200071413
Assé-le-Riboul,72012,523,72,52,200072700
Erloy,02284,89,02,32,240200444
Fournet-Blancheroche,25255,373,25,27,200023075
Vélieux,34326,80,34,76,200066348
Pourchères,07179,136,07,84,200071413
Bourriot-Bergonce,40053,325,40,75,200035541
Meulers,76437,585,76,28,247600729
Calleville,27125,664,27,28,200066413
Montenoison,58174,123,58,27,200068088
Labarthète,32170,141,32,76,200035632
Saint-Augustin,17311,1329,17,75,241700640
Saint-Maurice-sur-Moselle,88426,1390,88,44,200033868
Bourg-Fidèle,08078,871,08,44,200067759
Dampierre-sur-Boutonne,17138,276,17,75,200041689
Noisy-le-Grand,93051,66213,93,11,200054781
Guewenheim,68115,1321,68,44,246800676
Branoux-les-Taillades,30051,1368,30,76,200066918
Marseille-en-Beauvaisis,60387,1466,60,32,246000848
Guilligomarc'h,29071,757,29,53,242900694
Neufmesnil,50372,201,50,28,200067031
Conteville,60161,80,60,32,200068005
Guchan,65211,136,65,76,246500573
Maisnil-lès-Ruitz,62540,1629,62,32,200072460
Neuville-en-Beaumont,50374,39,50,28,200067205
Cousance,39173,1295,39,27,200072056
Montclard,43139,57,43,84,200073393
Mandray,88284,594,88,44,200071066
Saint-Julien-de-Jonzy,71434,327,71,27,247103864
Les Trois-Moutiers,86274,1094,86,75,248600447
Dreuil-lès-Amiens,80256,1578,80,32,248000531
Pré-Saint-Martin,28306,191,28,24,242852465
Essertenne,71191,468,71,27,247100290
Humbert,62466,232,62,32,200069235
Feurs,42094,8056,42,84,200065894
Neuvizy,08324,123,08,44,240800862
Niedernai,67329,1218,67,44,246701080
Saint-Cirq-Souillaguet,46258,159,46,76,244600482
Saint-Christol-lès-Alès,30243,6978,30,76,200066918
Saclay,91534,3905,91,11,200056232
Villers-en-Arthies,95676,508,95,11,249500513
Farges-lès-Chalon,71194,749,71,27,247100589
Saint-Arnac,66169,122,66,76,246600423
Brémur-et-Vaurois,21104,50,21,27,242101434
Millonfosse,59403,691,59,32,200042190
Gourgeon,70272,229,70,27,200036150
Saint-Loup-Hors,14609,450,14,28,241400555
La Chapelle-Gonaguet,24108,1068,24,75,200040392
Bressolles,01062,871,01,84,240100610
Saignes,15169,855,15,84,241501055
Saint-Fons,69199,18156,69,84,200046977
Lapeyrère,31272,69,31,76,200066819
Sablons,38349,2244,38,84,243800778
Saint-Léger-aux-Bois,76598,504,76,28,200069722
Bize-Minervois,11041,1116,11,76,241100593
Cruscades,11111,843,11,76,200035863
Roumégoux,15166,310,15,84,200066678
Saint-Médard-de-Guizières,33447,2382,33,75,200070092
Vinassan,11441,2661,11,76,241100593
Mont-lès-Lamarche,88307,101,88,44,200068773
Domessargues,30104,678,30,76,243000643
Saint-Langis-lès-Mortagne,61414,915,61,28,200036069
Colonfay,02206,81,02,32,240200444
Sallespisse,64501,595,64,75,200039204
Courcelles-sur-Blaise,52149,103,52,44,200044253
Saint-Victor,15217,111,15,84,200066678
Saint-Nicolas-des-Bois,61433,289,61,28,246100663
Le Quesne,80651,275,80,32,200071181
Lavau,89220,475,89,27,200067130
Saint-Cosme-en-Vairais,72276,1997,72,52,200072676
Thaon,14685,1434,14,28,200065597
Gibret,40112,102,40,75,200069631
Murols,12166,110,12,76,200067171
Forceville,80329,175,80,32,248000747
Plougar,29187,785,29,53,242900751
Sailly,71381,89,71,27,200040293
Croix-Fonsomme,02240,249,02,32,240200493
Rang,25479,420,25,27,200068294
Davézieux,07078,3107,07,84,200072015
Les Mées,04116,3664,04,93,200067437
Deyvillers,88132,1447,88,44,200068757
Minzac,24272,456,24,75,200034197
Belluire,17039,211,17,75,200041523
Gibercourt,02345,44,02,32,200040426
Galluis,78262,1162,78,11,247800618
Porcieu-Amblagnieu,38320,1759,38,84,200068542
Grigny,69096,9567,69,84,200046977
Juilly,77241,1986,77,11,200055655
Bellegarde-en-Marche,23020,403,23,75,200067593
Mornac-sur-Seudre,17247,824,17,75,241700640
Lorlanges,43123,364,43,84,244301032
Manvieux,14401,131,14,28,241400555
Entrammes,53094,2242,53,52,245300330
Espalem,43088,298,43,84,244301032
Nanteau-sur-Lunain,77329,706,77,11,247700032
Mesnard-la-Barotière,85144,1380,85,52,248500621
Vignaux,31577,122,31,76,200071314
Goudelancourt-lès-Berrieux,02349,53,02,32,240200592
Saint-Jean-Lagineste,46339,318,46,76,200066371
Chaux-lès-Clerval,25140,156,25,27,200068294
Cissé,86076,2741,86,75,200069763
Bach,46013,175,46,76,244600532
Bettrechies,59077,254,59,32,200043321
Vion,07345,939,07,84,200073096
Virey-sous-Bar,10437,628,10,44,200069003
Carling,57123,3433,57,44,200067502
Villers,88507,219,88,44,200068369
Monthieux,01261,651,01,84,200069193
Envermeu,76235,2098,76,28,247600729
Sommancourt,52475,66,52,44,200068666
Rognac,13081,11870,13,93,200054807
Saint-Paul-le-Froid,48174,143,48,76,200069102
Norroy-lès-Pont-à-Mousson,54403,1223,54,44,200041515
Châteauneuf,73079,857,73,84,200041010
Damas-et-Bettegney,88122,370,88,44,200068369
Melz-sur-Seine,77289,358,77,11,200037133
Coubjours,24136,132,24,75,200041150
Vroncourt-la-Côte,52549,23,52,44,200069664
Verneusses,27680,206,27,28,200066413
Entre-deux-Eaux,88159,516,88,44,200071066
Tabaille-Usquain,64531,39,64,75,200067288
Berre-les-Alpes,06015,1270,06,93,240600593
Guipy,58132,244,58,27,200067692
Hunting,57341,742,57,44,200067486
Sablons sur Huisne,61116,2150,61,28,200068435
Châteaubourg,07059,234,07,84,200041366
Saint-Bonnet-de-Salers,15174,289,15,84,241501139
Passavant,25446,229,25,27,242504447
Saint-Geniez,04179,95,04,93,200068765
Benque,31063,162,31,76,200072643
Saint-Marc-sur-Seine,21557,107,21,27,242101434
La Balme-les-Grottes,38026,1011,38,84,200068542
Rantigny,60524,2519,60,32,246000129
Saint-Benoît-sur-Seine,10336,412,10,44,200069250
Vertamboz,39556,90,39,27,243900719
Agnières,62012,248,62,32,200069482
La Fajolle,11135,9,11,76,200043776
Monnières,39345,430,39,27,200010650
La Roë,53191,242,53,52,200048551
Saint-Maigrin,17357,550,17,75,200041523
Aumont,39028,457,39,27,200071595
Saint-Nicolas-de-Bourgueil,37228,1119,37,24,200072981
Lies,65275,67,65,76,246500482
Étrépigny,08158,276,08,44,200041630
La Frette,71206,245,71,27,200071538
Le Grand-Celland,50217,575,50,28,200069425
Tersanne,26349,359,26,84,200040491
Émagny,25217,589,25,27,200041887
Entrepierres,04075,386,04,93,200068765
Merfy,51362,608,51,44,200067213
Vieux,81316,219,81,76,200066124
Saubusse,40293,1077,40,75,244000865
Artiguelouve,64060,1614,64,75,200067254
Beire-le-Fort,21057,340,21,27,200000925
Nuaillé,49231,1510,49,52,200071678
Le Sourd,02731,165,02,32,240200444
Chézery-Forens,01104,460,01,84,240100750
Rouvray-Catillon,76544,228,76,28,200069730
Éplessier,80273,378,80,32,200071181
Neurey-lès-la-Demie,70381,333,70,27,200041853
Faverolles-sur-Cher,41080,1357,41,24,200072064
Serrières-de-Briord,01403,1278,01,84,240100883
Saint-Saury,15214,194,15,84,200066678
Ambérieux-en-Dombes,01005,1619,01,84,200042497
Sainte-Colombe-près-Vernon,27525,318,27,28,200072312
Ferrières,54192,303,54,44,245400189
Monthurel,02510,151,02,32,200072031
Montmorency-Beaufort,10253,128,10,44,200040137
Sansac-Veinazès,15222,219,15,84,200066678
Porte du Ried,68143,1755,68,44,246800726
Saint-Pierre-sur-Doux,07285,107,07,84,240700716
Rabastens-de-Bigorre,65375,1467,65,76,200072106
Varennes-sur-Allier,03298,3569,03,84,200071470
Cluis,36056,1000,36,24,200018521
Massignac,16212,394,16,75,200072049
Saint-Germain-d'Aunay,61392,156,61,28,200069458
La Remaudière,44141,1276,44,52,200067866
Marœuil,62557,2497,62,32,200033579
Cazarilh,65139,50,65,76,200070829
Saint-André-de-Cruzières,07211,468,07,84,200039832
Les Barthes,82012,553,82,76,200067122
Port-de-Bouc,13077,17090,13,93,200054807
Donchery,08142,2202,08,44,200041630
Thoissey,01420,1712,01,84,200070118
Gilley,25271,1615,25,27,242500320
Villaroux,73324,216,73,84,200041010
Sancey,25529,1304,25,27,242504371
Daillancourt,52160,76,52,44,200068658
Sainte-Catherine,62744,3486,62,32,200033579
Bainghen,62076,227,62,32,200072478
Éply,54179,303,54,44,200070589
Juignac,16170,396,16,75,200070282
Épieds,02280,384,02,32,200072031
Steinbach,68322,1362,68,44,200036465
Guécélard,72146,2976,72,52,247200629
Amanlis,35002,1688,35,53,243500634
Ségry,36215,526,36,24,243600236
Beausemblant,26041,1416,26,84,200040491
Saint-Pierre-de-Côle,24485,467,24,75,242400752
La Motte-de-Galaure,26216,786,26,84,200040491
Langrune-sur-Mer,14354,1709,14,28,241400860
Rives,38337,6242,38,84,243800984
Villeveyrac,34341,3777,34,76,200066355
Saint-Joire,55459,231,55,44,200066108
Lumigny-Nesles-Ormeaux,77264,1534,77,11,200072874
Les Riceys,10317,1271,10,44,200069003
Raddon-et-Chapendu,70435,896,70,27,247000755
Beaumont,63032,11157,63,84,246300701
La Chapelle-Saint-Aubert,35063,425,35,53,200072452
Courcy,51183,1034,51,44,200067213
Teurthéville-Hague,50594,1027,50,28,200067205
Chantilly,60141,10849,60,32,246000764
Veules-les-Roses,76735,594,76,28,200069839
Colayrac-Saint-Cirq,47069,2989,47,75,200035459
Nessa,2B175,110,2B,94,200073104
La Framboisière,28159,346,28,24,200069912
Locquignol,59353,370,59,32,200043321
Saint-Étienne-de-Tinée,06120,1468,06,93,200030195
Laucourt,80467,197,80,32,200070977
Laussonne,43115,1011,43,84,200073401
Thuré,86272,2885,86,75,248600413
Piobetta,2B234,21,2B,94,200034205
Richerenches,84097,672,84,93,200040681
Celles-sur-Plaine,88082,870,88,44,200071066
Iron,02386,244,02,32,200071983
Raon-sur-Plaine,88373,152,88,44,200071066
La Lande-de-Fronsac,33219,2343,33,75,243301397
Lugny-lès-Charolles,71268,347,71,27,200071884
Albaret-Sainte-Marie,48002,568,48,76,200069185
Flaviac,07090,1213,07,84,200071413
Sérézin-de-la-Tour,38481,1011,38,84,243800604
Vauchonvilliers,10397,160,10,44,200066892
Préchac,33336,1024,33,75,200043974
Lecques,30144,470,30,76,243000296
Thieulloy-la-Ville,80755,138,80,32,200071181
Rognon,25498,50,25,27,200068294
Le Pin,82139,123,82,76,248200016
Saint-Rémy-de-Chaudes-Aigues,15209,116,15,84,200066660
Ligné,16185,159,16,75,200072023
Le Tertre-Saint-Denis,78608,123,78,11,200059889
La Corbière,70172,102,70,27,247000755
Le Bez,81031,839,81,76,200066561
Morsang-sur-Orge,91434,21423,91,11,200057859
Ménerval,76423,183,76,28,200069730
Louchats,33251,727,33,75,200043974
Brannens,33072,234,33,75,200044394
Angoumé,40003,287,40,75,244000675
Serpaize,38484,1838,38,84,200077014
Dourlers,59181,600,59,32,200043263
Blacé,69023,1535,69,84,200040590
Lahosse,40141,321,40,75,200069631
La Chapelle-Blanche,22036,197,22,53,200068989
Dampierre-sous-Bouhy,58094,462,58,27,200067130
Saint-Pierre-dels-Forcats,66188,267,66,76,246600464
Contamine-Sarzin,74086,681,74,84,200070852
Romagny Fontenay,50436,1341,50,28,200069425
Lapeyre,65260,93,65,76,200070795
Brucheville,50089,145,50,28,200042729
Lège,31290,42,31,76,200072635
Thénisy,77461,288,77,11,200040251
Lintot-les-Bois,76389,182,76,28,200068534
Rieux,51460,197,51,44,245100888
Ravenel,60526,1132,60,32,246000566
Moulins,03190,19697,03,84,200071140
Peyrins,26231,2708,26,84,200068781
Méréaucourt,80528,6,80,32,200071181
Rix,58222,155,58,27,200067429
Arcinges,42007,208,42,84,200035202
Fitz-James,60234,2422,60,32,246000376
Beaufay,72026,1474,72,52,200072676
Saint-Augustin,62691,794,62,32,200069037
Villars-les-Bois,17470,267,17,75,200036473
Fourqueux,78251,3996,78,11,200058519
Condeissiat,01113,830,01,84,200069193
Levie,2A142,728,2A,94,242000495
Saint-Hilaire-Cottes,62750,810,62,32,200072460
Ronssoy,80679,586,80,32,200037059
Les Étangs,57200,400,57,44,200067957
Ormoiche,70398,67,70,27,247000755
Mervilla,31340,262,31,76,243100633
Saint-Denis-de-Cabanne,42215,1271,42,84,200035202
Le Chambon-Feugerolles,42044,12656,42,84,244200770
Valentigney,25580,10196,25,27,200065647
Vieille-Toulouse,31575,1151,31,76,243100633
Saint-Martin-de-Jussac,87164,561,87,75,200059400
Villaines-en-Duesmois,21685,251,21,27,242101434
Velaines,55543,936,55,44,200033025
Bourneau,85033,747,85,52,200071934
Gardouch,31210,1267,31,76,200071298
Bouriège,11045,118,11,76,200071926
Villelongue-dels-Monts,66225,1644,66,76,200043602
Mazeley,88294,266,88,44,200068757
Saint-Hippolyte-du-Fort,30263,3937,30,76,200034411
Vauxaillon,02768,522,02,32,200071769
Valbonne,06152,13183,06,93,240600585
Pléven,22200,581,22,53,200068989
Mont-Saint-Vincent,71320,334,71,27,247100290
Le Meillard,80526,153,80,32,200070951
Saint-Gondran,35276,535,35,53,243500667
Gastines,53102,159,53,52,200048551
Les Aulneaux,72015,118,72,52,200072676
Pluguffan,29216,4005,29,53,200068120
Sainte-Geneviève,60575,3092,60,32,200067973
Beauregard,46020,229,46,76,244600532
Valcebollère,66220,42,66,76,246600399
Wissignicourt,02834,153,02,32,200071769
Anhiers,59007,916,59,32,200044618
Feldbach,68087,439,68,44,200066041
Sauclières,12260,149,12,76,241200906
Chevannes,45091,320,45,24,244500419
Mirebeau,86160,2195,86,75,200069763
Civray-de-Touraine,37079,1845,37,24,243700820
Cahors,46042,19340,46,76,200023737
Villars-lès-Blamont,25615,448,25,27,200065647
Rouvignies,59515,673,59,32,245901160
Roville-devant-Bayon,54465,794,54,44,200035772
Saint-Merd-la-Breuille,23221,187,23,75,200066744
Péault,85171,592,85,52,200073260
Soissons-sur-Nacey,21610,362,21,27,200070902
Auriac-Lagast,12015,231,12,76,241200542
Neugartheim-Ittlenheim,67228,794,67,44,200034635
Abaucourt-Hautecourt,55002,115,55,44,245501242
Moncheaux-lès-Frévent,62576,122,62,32,200069672
Évry,89162,388,89,27,248900896
Saint-Laurent-sur-Sèvre,85238,3607,85,52,248500662
Escassefort,47088,581,47,75,200030674
Sons-et-Ronchères,02727,234,02,32,240200469
Véretz,37267,4383,37,24,200073161
Chalencon,07048,300,07,84,200071413
Nabinaud,16240,97,16,75,200070282
Gildwiller,68105,283,68,44,200066033
Merceuil,21405,818,21,27,200006682
Hon-Hergies,59310,851,59,32,200043321
Bastanès,64099,99,64,75,200067288
Saint-Genest-sur-Roselle,87144,516,87,75,200040814
Charbonnier-les-Mines,63091,901,63,84,200070407
Belleu,02064,3780,02,32,240200477
Pouillé,86198,642,86,75,200069854
Brunvillers-la-Motte,60112,337,60,32,246000566
Lutzelbourg,57427,610,57,44,245700950
Estibeaux,40095,685,40,75,200069417
Veauville-lès-Baons,76729,738,76,28,247600620
Saint-Berthevin,53201,7366,53,52,245300330
Prouvy,59475,2270,59,32,245901160
Courtagnon,51190,63,51,44,200067213
Chardogne,55101,311,55,44,200033025
Allan,26005,1685,26,84,200040459
Paréac,65355,60,65,76,200069300
Sanvensa,12259,663,12,76,200069383
Ansan,32002,80,32,76,200042372
Courcebœufs,72099,634,72,52,200068963
Sère-en-Lavedan,65420,69,65,76,200070811
Saint-Quentin-en-Tourmont,80713,298,80,32,200070936
Champéon,53051,575,53,52,200055887
Buxerolles,86041,9996,86,75,200069854
Fougerolles,36078,343,36,24,200018521
Les Lilas,93045,22964,93,11,200054781
Pullay,27481,403,27,28,200066462
Herbinghen,62432,368,62,32,200072478
Lamongerie,19104,118,19,75,241927243
La Celle,18042,347,18,24,200036135
Monnerville,91414,394,91,11,200017846
Fournols,63162,323,63,84,200070761
Hangenbieten,67182,1511,67,44,246700488
Saint-Gratien,95555,20827,95,11,200056380
Bischwihr,68038,964,68,44,246800726
Acheux-en-Vimeu,80004,528,80,32,200070944
Brévillers,62175,157,62,32,200044030
Franqueville,80346,180,80,32,200071223
Grougis,02358,366,02,32,200071983
Clermont,40084,780,40,75,200069631
Senneville-sur-Fécamp,76670,849,76,28,200069821
Saint-Alyre-ès-Montagne,63313,135,63,84,200070407
Givrycourt,57248,95,57,44,245701206
Pégairolles-de-Buèges,34195,41,34,76,200022986
Hohfrankenheim,67209,255,67,44,246700959
Berlancourt,60062,334,60,32,246000756
Saint-Berain-sous-Sanvignes,71390,1094,71,27,247100290
Ménétréols-sous-Vatan,36116,122,36,24,200068880
Toussaint,76708,740,76,28,200069821
Steinbourg,67478,2023,67,44,200068112
Hinsingen,67199,89,67,44,200067841
Saint-Vaast-en-Auge,14660,95,14,28,200065563
Saulieu,21584,2473,21,27,242101442
Trois-Vèvres,58297,239,58,27,200067908
Ternant,17440,374,17,75,200041689
Cessales,31137,167,31,76,200071298
Vendes,14734,316,14,28,200069516
Charbonnat,71098,253,71,27,200070530
Roizy,08368,220,08,44,200043156
Laubressel,10190,536,10,44,200069250
Roullet-Saint-Estèphe,16287,4251,16,75,200071827
Urville,10390,143,10,44,241000405
Séligney,39507,76,39,27,243901089
Héric,44073,5876,44,52,244400503
Gérardmer,88196,8294,88,44,200071157
Cahuzac,81049,390,81,76,243100567
Brouennes,55083,149,55,44,200066132
Montpon-Ménestérol,24294,5466,24,75,200040384
Habas,40118,1512,40,75,200069417
Saint-Martin-Curton,47254,303,47,75,244701355
Galiax,32136,158,32,76,243200508
Équirre,62301,67,62,32,200069672
Butteaux,89061,260,89,27,200067304
Espaubourg,60220,513,60,32,246000913
Raze,70439,346,70,27,247000367
Sauxillanges,63415,1226,63,84,200070407
Saint-Georges-des-Coteaux,17336,2663,17,75,200036473
Saint-Chéron,51475,63,51,44,200034718
Cuisy-en-Almont,02253,349,02,32,240200477
Gousse,40115,321,40,75,200069631
Neuf-Berquin,59423,1221,59,32,200040947
Les Rouges-Eaux,88398,91,88,44,200071066
Bordeaux-en-Gâtinais,45041,116,45,24,200071850
Killem,59326,1052,59,32,200040954
Arzens,11018,1243,11,76,200035715
Cobrieux,59150,523,59,32,200041960
Magnières,54331,295,54,44,200070324
Savigny-en-Véron,37242,1528,37,24,200043081
Champdolent,17085,399,17,75,200041689
Saint-Martin-de-Bossenay,10351,364,10,44,241000488
Prix-lès-Mézières,08346,1344,08,44,200041630
Saint-Aubin-Routot,76563,1892,76,28,247600539
Le Mesnil-Amelot,77291,947,77,11,200055655
Saint-Cyr-le-Gravelais,53209,538,53,52,245300306
Oizé,72226,1325,72,52,247200348
Songeson,39518,72,39,27,243900719
Saint-Quentin-de-Caplong,33467,247,33,75,243301371
Dampierre,10121,289,10,44,200071777
Chazelles,15048,39,15,84,200066637
Ver-sur-Mer,14739,1588,14,28,200069516
Lachapelle-sous-Rougemont,90058,597,90,27,200069060
Alos,09008,113,09,76,200067940
La Chapelaude,03055,1001,03,84,240300657
Vérissey,71568,53,71,27,200071579
Coatréven,22042,488,22,53,200065928
Saint-Michel-de-Veisse,23222,166,23,75,200067189
Beaumontois en Périgord,24028,1868,24,75,200034833
Saulgond,16363,507,16,75,200072049
Mostuéjouls,12160,313,12,76,241200567
Ventiseri,2B342,2478,2B,94,200033827
Sansais,79304,744,79,75,200041317
Saint-Martin-Sainte-Catherine,23217,330,23,75,200067189
Vendresse,08469,523,08,44,240800862
Romilly-sur-Seine,10323,14493,10,44,200000545
Servin,25544,199,25,27,242504371
Crozon,29042,7601,29,53,200066868
Vieux-Thann,68348,2898,68,44,200036465
Saint-Gilles-Croix-de-Vie,85222,7540,85,52,200023778
Saint-Izaire,12228,304,12,76,200067155
Le Hom,14689,3680,14,28,200066710
Puyol-Cazalet,40239,110,40,75,200069649
Fiefs,62333,384,62,32,200069672
Cudos,33144,817,33,75,200043982
Bonviller,54083,186,54,44,245400759
Champ-sur-Barse,10078,27,10,44,200066892
Saint-Martin-du-Tertre,95566,2729,95,11,200073013
Louplande,72169,1472,72,52,247200629
Belmont,52043,54,52,44,200070332
Viviès,09341,116,09,76,200044469
Étinehem-Méricourt,80295,592,80,32,248000747
Lières,62508,382,62,32,200072460
Hauteluce,73132,767,73,84,200068997
Chapelle-Spinasse,19046,116,19,75,241900133
Saosnes,72326,216,72,52,200072676
Tournon-d'Agenais,47312,715,47,75,200068930
Villebichot,21691,387,21,27,200070894
Chargey-lès-Gray,70132,726,70,27,200036549
Rosporden,29241,7608,29,53,242900769
Zeinheim,67556,202,67,44,200068864
Sèvres,92072,23332,92,11,200054781
Cublize,69070,1257,69,84,200040566
Moutiers-les-Mauxfaits,85156,2093,85,52,200071900
Vergt,24571,1650,24,75,200040392
Miserey,27410,619,27,28,200071454
Solre-le-Château,59572,1833,59,32,200043263
Saint-Just-d'Avray,69217,754,69,84,200040566
Santa-Lucia-di-Moriani,2B307,1368,2B,94,200034205
Bonnut,64135,758,64,75,200039204
Longpré-le-Sec,10205,78,10,44,200066892
Denonville,28129,760,28,24,200033181
Sorbey,57656,367,57,44,200067957
Viré-en-Champagne,72379,212,72,52,200040475
Cambiac,31102,214,31,76,200071298
Chouy,02192,375,02,32,200071991
Confolens,16106,2711,16,75,200072049
Avrainville,91041,949,91,11,200057859
Bize,52051,90,52,44,200070332
Jettingen,68158,511,68,44,200066041
Épiez-sur-Chiers,54178,180,54,44,200043693
Sausses,04202,123,04,93,200068625
Dezize-lès-Maranges,71174,180,71,27,200006682
Chaudefonds-sur-Layon,49082,966,49,52,200071553
Pérenchies,59457,8307,59,32,245900410
Chepniers,17099,662,17,75,200041523
Lacroix-sur-Meuse,55268,715,55,44,245500327
Sceautres,07311,143,07,84,240700815
Bouqueval,95094,313,95,11,200055655
Thoste,21635,111,21,27,200071017
Feillens,01159,3249,01,84,200071371
Saint-Léon-sur-Vézère,24443,428,24,75,200041168
Estaing,12098,511,12,76,200067478
Baho,66012,3203,66,76,200027183
Montagnieu,01255,598,01,84,240100883
Les Thuiles,04220,398,04,93,200072304
Rauville-la-Bigot,50425,1155,50,28,200067205
Villers-le-Sec,55562,127,55,44,200066108
Nordausques,62618,1196,62,32,200069037
Proveysieux,38325,503,38,84,200040715
Villevocance,07342,1192,07,84,200072015
Châteauneuf-du-Rhône,26085,2662,26,84,200040459
Osches,55395,55,55,44,200066165
Les Tourreilles,31556,385,31,76,200072643
Moutiers-au-Perche,61300,421,61,28,200068435
Affoux,69001,348,69,84,200040566
Salles-de-Villefagnan,16361,334,16,75,200043016
Gourvieille,11166,68,11,76,200035855
Ventelay,51604,262,51,44,200067213
Roquelaure-Saint-Aubin,32349,125,32,76,200034726
Bay,70057,133,70,27,200041887
Lombers,81147,1121,81,76,200034049
Trouville,76715,645,76,28,200010700
Humerœuille,62467,165,62,32,200069672
Champagne-sur-Oise,95134,4925,95,11,249500489
Gézaincourt,80377,415,80,32,200070951
Griscourt,54239,127,54,44,200041515
Saint-Germain-sur-Morin,77413,3561,77,11,247700438
Prosnes,51447,496,51,44,200067213
Saint-Sylvestre,74254,597,74,84,200066793
Amayé-sur-Orne,14006,985,14,28,200066728
Le Petit-Pressigny,37184,332,37,24,200071587
Cordey,14180,149,14,28,241400514
Chavagne,35076,3802,35,53,243500139
Vielmur-sur-Agout,81315,1512,81,76,200034056
Vallon-sur-Gée,72367,799,72,52,200040475
Bourg-Saint-Christophe,01054,1284,01,84,240100883
Blanzée,55055,18,55,44,245501242
Beignon,56012,1839,56,53,200066785
Beuzeville-la-Guérard,76091,217,76,28,200069839
Bluffy,74036,395,74,84,200066793
Magny-Vernois,70321,1362,70,27,247000664
Thoiry,01419,6161,01,84,240100750
Puisieulx,51450,411,51,44,200067213
Vovray-en-Bornes,74313,441,74,84,247400112
Plœuc-L'Hermitage,22203,4055,22,53,200069409
Figari,2A114,1446,2A,94,200040764
Gouaux,65205,63,65,76,246500573
Artannes-sur-Thouet,49011,422,49,52,200071876
Douelle,46088,808,46,76,200023737
Fresnoy-Andainville,80356,89,80,32,200071181
Peyreleau,12180,74,12,76,241200567
Saint-Sylvestre-de-Cormeilles,27605,245,27,28,200066017
Belleroche,42014,309,42,84,200035202
Corbehem,62240,2344,62,32,200044048
Saint-Pierre-Lafeuille,46340,370,46,76,200023737
Les Villages Vovéens,28422,4015,28,24,200070159
Dampierre-lès-Conflans,70196,273,70,27,200041721
Audeloncourt,52025,88,52,44,200069664
Saint-André-la-Côte,69180,284,69,84,246900740
Fatouville-Grestain,27233,778,27,28,200066827
Chantillac,16079,320,16,75,200029734
Froville,54216,122,54,44,200067643
Laissey,25323,443,25,27,242504447
Versailles,78646,85771,78,11,247800584
Saint-Maixme-Hauterive,28351,431,28,24,200040277
