commune,epci
Bionville,200071066
Baugy,247100639
Saint-Martin-de-Bernegoue,200041317
Saint-Michel-Chef-Chef,200067346
Giscaro,200042372
Chazelles,200068914
Margny,240800847
Créances,200067031
Airion,246000566
Beauvoir-en-Royans,200070431
Metzeral,246800585
Lanhouarneau,200067072
Autigny-la-Tour,200068559
Étalante,242101434
Saint-Capraise-d'Eymet,200040889
San-Giovanni-di-Moriani,200034205
Varennes-Saint-Honorat,200073393
Rollot,200070977
La Neuvelle-lès-Lure,247000664
Allondaz,200068997
Vieux-Viel,200070670
Fontaine-Fourches,200040251
Amplepuis,200040566
Pontaubault,200069425
Vieillespesse,200066660
Grans,200054807
Le Plessis-Brion,246000772
La Chapelle-Bertrand,200041333
Ceyras,243400355
Plaine-d'Argenson,200041317
Beauval-en-Caux,200068534
Mavilly-Mandelot,200006682
Romazières,200041689
Montchenu,200073096
Bult,200005957
Cloué,200069854
Chevaline,247400773
Chaponost,246900757
Tanavelle,200066660
Nancy-sur-Cluses,200033116
Angers,244900015
Mercus-Garrabet,240900431
Dieuze,245701206
Le Grand-Bornand,247400617
Évecquemont,200059889
Nogent-en-Othe,241000447
Ville-di-Pietrabugno,242000354
Sacquenay,200070910
Félines-sur-Rimandoule,242600252
Savignac-de-Duras,244700449
Coume,200067650
Naix-aux-Forges,200033025
Viscos,200070811
Fanlac,200041168
Lissac-et-Mouret,200067361
Les Issards,200066231
Montigny-le-Guesdier,200040251
Villaines-la-Juhel,200042182
Salles-de-Barbezieux,200029734
Fargues,200043974
Puy-Saint-André,240500439
Azerailles,200070324
Nantua,200042935
Bozel,200040798
Thierville,200065787
Saint-Amand-sur-Sèvre,200040244
Torvilliers,200069250
Expiremont,200041523
Bouxières-sous-Froidmont,200041515
Bernex,200071967
Vouneuil-sous-Biard,200069854
Brotte-lès-Ray,247000623
Quint-Fonsegrives,243100518
Tresques,200034692
La Salvetat-Peyralès,241200807
Lépine,200069029
Blye,243900719
Toulouges,200027183
Saint-Laurent-de-Lin,200072981
Massingy-lès-Vitteaux,200071017
Trouhans,242101509
Saint-Maurice-de-Lignon,244301016
Fontenet,200041689
Manerbe,241400878
La Ménitré,244900882
Clitourps,200067205
Courbevoie,200054781
Chancelade,200040392
Saint-Laurent,200068922
Mauroux,244600433
Bettencourt-Saint-Ouen,200071223
La Celle,200068104
Chaux-des-Crotenay,200069623
Laversines,200067999
Bonac-Irazein,200067940
Montcenis,247100290
Ignaucourt,200070969
Ronchères,200072031
Anderny,200070290
Capinghem,245900410
Fresney-le-Puceux,200066710
Saint-Jacques-des-Blats,241501089
La Chapelle,247300361
La Buxerette,200007052
Parignargues,243000296
Saveuse,248000531
Eppes,200043495
Furiani,242000354
Pradelles-Cabardès,200042463
Saint-Uze,200040491
Goupillières,247600646
Saffré,244400537
Maizières,247000706
Xaronval,200068369
Peypin,200054807
Boën-sur-Lignon,200065886
La Chapelle-Lasson,200066835
Fenouillet,246600423
Yversay,200069763
Balignac,248200065
Saint-Julien-Molhesabate,244300307
Montdardier,243000270
Saint-Martin-de-Bavel,200040350
Bouvines,245900410
Épiais-Rhus,249500430
Montverdun,200065886
Augerolles,200070712
Obsonville,200023919
Pégomas,200039857
La Force,200070647
Bordes,200070803
Pontis,200067742
Lavillatte,200072007
Bort-l'Étang,246301097
Santilly,247104094
Bourg-Achard,200066405
Saint-Marcel-d'Urfé,244200820
Lavardin,200072718
Le Dorat,200071942
Assas,200022986
Vaudrimesnil,200067023
Bagneux,200071140
Palau-de-Cerdagne,246600399
Méry-sur-Cher,200033207
Villars-sur-Var,200039931
Saussignac,200070647
La Haye-du-Theil,200066405
Sommeval,200069250
Combon,200066413
Épenouse,242504181
Moussey,200069250
Citers,200041861
Sarrancolin,246500573
Baulme-la-Roche,200039055
Mézières-lez-Cléry,200070183
Aigrefeuille-sur-Maine,200067635
Saint-Étienne-de-Boulogne,200073245
Cadillac-en-Fronsadais,243301397
Marmande,200030674
Saint-Hérent,200070407
Vaucluse,200023075
Altiani,200015162
Agey,200039055
Radinghem-en-Weppes,245900410
Boncourt,200040277
Mauperthuis,200077055
Fondamente,241200906
Rochefort-Samson,200068781
Bichancourt,200071785
Les Noës-près-Troyes,200069250
Recloses,200072346
Châlus,200070506
Saint-Germain-de-Varreville,200042729
Prémillieu,240100578
Vauchamps,245100888
Labruyère-Dorsa,200068807
Ordonnac,200069995
Montigny-le-Chartif,200058360
Azereix,200069300
La Renaudie,200070712
Charix,200042935
Château-Gontier,245300447
Brugny-Vaudancourt,200067684
Gagnières,200035129
Rabastens,200066124
Ricarville-du-Val,247600729
Illats,200069581
Villers-en-Vexin,200071843
Vannecourt,245701206
Hatten,200040178
Plouider,242900793
Marsainvilliers,200066280
La Feuillie,200067031
Clichy-sous-Bois,200054781
Ens,246500573
La Balme,247300262
Allassac,200043172
Saint-Pierre-des-Fleurs,200066405
Fontaine-le-Comte,200069854
Chénas,200067817
Tressan,243400694
Jonville-en-Woëvre,200034874
Danestal,241400878
Camboulit,200067361
Montfort-sur-Argens,200068104
Londinières,247600604
Cambieure,200071926
Saint-Genest-de-Beauzon,240700302
Chambornay-lès-Pin,200041887
Maizières,200069482
Herblay,200058485
Calmeilles,246600449
Vaujany,243800745
Médonville,200068682
Villeneuve-Saint-Denis,247700339
Prenois,200039063
Septeuil,247800550
Ludiès,200066231
Vazeilles-Limandre,200073419
Bélarga,243400694
Marcenat,200066637
Richeville,200071843
Cliousclat,242600252
Brégnier-Cordon,200040350
La Salvetat-Belmontet,200066884
Cheppes-la-Prairie,200043438
Fréhel,200068989
Musièges,200070852
Marcellaz,247400666
Salles-la-Source,241200641
Beaussais-Vitré,200069755
Onglières,200069623
Saint-Parthem,200067064
Générac,243000643
Marcelcave,248000499
Trégomeur,200069086
Gazax-et-Baccarisse,243200607
Moyenneville,200035442
Huismes,200043081
Bantheville,200066132
Jaulnes,200040251
Kuttolsheim,200034635
Sauvillers-Mongival,200070969
Droue-sur-Drouette,200069953
Chalmazel-Jeansagnière,200065886
Cepoy,244500203
Peray,200072676
Clamart,200054781
Alfortville,200054781
Vielmanay,200067916
Bouglon,244701355
Saint-Denis-en-Val,244500468
Mathenay,200071595
Vincelles,200071579
Verquin,200072460
Margueron,243301371
Buellas,200071751
Viffort,200072031
Saint-Nicolas-de-Macherin,243800984
Serres-et-Montguyard,200040889
Saint-Hilaire-des-Loges,248500563
Eppe-Sauvage,200043404
Thiergeville,200069821
Cintray,200033181
Riespach,200066041
Cruguel,200066777
Rivery,248000531
Le Moustoir,242900744
Le Tallud,200041333
Villars-le-Pautel,200036150
Agnin,243800778
Peyrolles,200071926
Frelinghien,245900410
Bazancourt,246000848
Marigny,200041317
Varreddes,200072130
Montmédy,245501259
Chaumont-sur-Tharonne,200000800
Le Plessis-Lastelle,200067031
Saint-Arnoult,241400415
Saint-Thibaut,240200501
Antisanti,200015162
Plénée-Jugon,200069391
Saint-Mard,240200501
Authieule,200070951
Erchin,200044618
Issy-l'Évêque,200070316
La Chapelle-Gauthier,247700701
Fraize,200071066
Arue,200035541
Comberjon,247000011
Lugan,200034023
Beaumont-en-Beine,200071785
Villejoubert,200072023
Aubure,246800577
Menneville,240200576
Urcel,200071769
Champcevrais,200067130
Bully,246900625
Brissac Loire Aubance,200071553
Boucoiran-et-Nozières,200066918
Baltzenheim,200066025
Arvigna,200066231
West-Cappel,200040954
Saint-Martin-du-Bec,247600497
Pleumartin,248600413
Salles-d'Angles,200070514
Seyssuel,200077014
Catus,200023737
Wargnies-le-Grand,200043321
Sabran,200034692
Nogent-lès-Montbard,242101491
Labrit,200069656
Saint-Mars-sur-la-Futaie,245300389
Carcheto-Brustico,200073252
Azoudange,200068146
Baâlon,200066132
Vaucouleurs,200066157
Ferrières-sur-Ariège,200067791
Lacrost,200069698
Glisolles,242700276
Villechauve,200072072
Beugnies,200043263
Beaufort,200072056
Dalhunden,200041325
Tronchoy,200039642
Lainsecq,200067130
Précy-Notre-Dame,200040137
Trémeur,200069391
Sablons,200070092
La Neuville-en-Beine,200071785
Arsonval,241000405
Dormans,200066850
Vigneulles-lès-Hattonchâtel,200034874
Lédat,200023307
Aveizieux,200065894
Remilly-en-Montagne,200039055
Vassel,200067627
Chevreaux,200072056
Guzargues,200022986
Montsecret-Clairefougère,200071520
Labastidette,200068641
Méthamis,200035723
Kutzenhausen,200013050
Azelot,245400189
Rouziers,200066678
Beyries,244000881
Saint-Jean-sur-Reyssouze,200071751
Sauviac,200035756
Estivareilles,200065886
Ver-sur-Launette,246000871
Rimogne,200067759
Dampierre-en-Montagne,200071017
Sachin,200069672
Saint-Vincent-de-Boisset,200035731
Montsuzain,200069250
Plagne,200068815
Coutens,200044469
Guitera-les-Bains,200038958
Espoey,200067296
Mandagout,243000270
Mirabel-et-Blacons,200040509
Bignan,200067221
Bourdettes,246401756
Maranville,245200597
Estensan,246500573
La Salle-en-Beaumont,200040657
Saint-Jean-Chambre,200071413
Assé-le-Riboul,200072700
Erloy,240200444
Fournet-Blancheroche,200023075
Vélieux,200066348
Pourchères,200071413
Bourriot-Bergonce,200035541
Meulers,247600729
Calleville,200066413
Montenoison,200068088
Labarthète,200035632
Saint-Augustin,241700640
Saint-Maurice-sur-Moselle,200033868
Bourg-Fidèle,200067759
Dampierre-sur-Boutonne,200041689
Noisy-le-Grand,200054781
Guewenheim,246800676
Branoux-les-Taillades,200066918
Marseille-en-Beauvaisis,246000848
Guilligomarc'h,242900694
Neufmesnil,200067031
Conteville,200068005
Guchan,246500573
Maisnil-lès-Ruitz,200072460
Neuville-en-Beaumont,200067205
Cousance,200072056
Montclard,200073393
Mandray,200071066
Saint-Julien-de-Jonzy,247103864
Les Trois-Moutiers,248600447
Dreuil-lès-Amiens,248000531
Pré-Saint-Martin,242852465
Essertenne,247100290
Humbert,200069235
Feurs,200065894
Neuvizy,240800862
Niedernai,246701080
Saint-Cirq-Souillaguet,244600482
Saint-Christol-lès-Alès,200066918
Saclay,200056232
Villers-en-Arthies,249500513
Farges-lès-Chalon,247100589
Saint-Arnac,246600423
Brémur-et-Vaurois,242101434
Millonfosse,200042190
Gourgeon,200036150
Saint-Loup-Hors,241400555
La Chapelle-Gonaguet,200040392
Bressolles,240100610
Saignes,241501055
Saint-Fons,200046977
Lapeyrère,200066819
Sablons,243800778
Saint-Léger-aux-Bois,200069722
Bize-Minervois,241100593
Cruscades,200035863
Roumégoux,200066678
Saint-Médard-de-Guizières,200070092
Vinassan,241100593
Mont-lès-Lamarche,200068773
Domessargues,243000643
Saint-Langis-lès-Mortagne,200036069
Colonfay,240200444
Sallespisse,200039204
Courcelles-sur-Blaise,200044253
Saint-Victor,200066678
Saint-Nicolas-des-Bois,246100663
Le Quesne,200071181
Lavau,200067130
Saint-Cosme-en-Vairais,200072676
Thaon,200065597
Gibret,200069631
Murols,200067171
Forceville,248000747
Plougar,242900751
Sailly,200040293
Croix-Fonsomme,240200493
Rang,200068294
Davézieux,200072015
Les Mées,200067437
Deyvillers,200068757
Minzac,200034197
Belluire,200041523
Gibercourt,200040426
Galluis,247800618
Porcieu-Amblagnieu,200068542
Grigny,200046977
Juilly,200055655
Bellegarde-en-Marche,200067593
Mornac-sur-Seudre,241700640
Lorlanges,244301032
Manvieux,241400555
Entrammes,245300330
Espalem,244301032
Nanteau-sur-Lunain,247700032
Mesnard-la-Barotière,248500621
Vignaux,200071314
Goudelancourt-lès-Berrieux,240200592
Saint-Jean-Lagineste,200066371
Chaux-lès-Clerval,200068294
Cissé,200069763
Bach,244600532
Bettrechies,200043321
Vion,200073096
Virey-sous-Bar,200069003
Carling,200067502
Villers,200068369
Monthieux,200069193
Envermeu,247600729
Sommancourt,200068666
Rognac,200054807
Saint-Paul-le-Froid,200069102
Norroy-lès-Pont-à-Mousson,200041515
Châteauneuf,200041010
Damas-et-Bettegney,200068369
Melz-sur-Seine,200037133
Coubjours,200041150
Vroncourt-la-Côte,200069664
Verneusses,200066413
Entre-deux-Eaux,200071066
Tabaille-Usquain,200067288
Berre-les-Alpes,240600593
Guipy,200067692
Hunting,200067486
Sablons sur Huisne,200068435
Châteaubourg,200041366
Saint-Bonnet-de-Salers,241501139
Passavant,242504447
Saint-Geniez,200068765
Benque,200072643
Saint-Marc-sur-Seine,242101434
La Balme-les-Grottes,200068542
Rantigny,246000129
Saint-Benoît-sur-Seine,200069250
Vertamboz,243900719
Agnières,200069482
La Fajolle,200043776
Monnières,200010650
La Roë,200048551
Saint-Maigrin,200041523
Aumont,200071595
Saint-Nicolas-de-Bourgueil,200072981
Lies,246500482
Étrépigny,200041630
La Frette,200071538
Le Grand-Celland,200069425
Tersanne,200040491
Émagny,200041887
Entrepierres,200068765
Merfy,200067213
Vieux,200066124
Saubusse,244000865
Artiguelouve,200067254
Beire-le-Fort,200000925
Nuaillé,200071678
Le Sourd,240200444
Chézery-Forens,240100750
Rouvray-Catillon,200069730
Éplessier,200071181
Neurey-lès-la-Demie,200041853
Faverolles-sur-Cher,200072064
Serrières-de-Briord,240100883
Saint-Saury,200066678
Ambérieux-en-Dombes,200042497
Sainte-Colombe-près-Vernon,200072312
Ferrières,245400189
Monthurel,200072031
Montmorency-Beaufort,200040137
Sansac-Veinazès,200066678
Porte du Ried,246800726
Saint-Pierre-sur-Doux,240700716
Rabastens-de-Bigorre,200072106
Varennes-sur-Allier,200071470
Cluis,200018521
Massignac,200072049
Saint-Germain-d'Aunay,200069458
La Remaudière,200067866
Marœuil,200033579
Cazarilh,200070829
Saint-André-de-Cruzières,200039832
Les Barthes,200067122
Port-de-Bouc,200054807
Donchery,200041630
Thoissey,200070118
Gilley,242500320
Villaroux,200041010
Sancey,242504371
Daillancourt,200068658
Sainte-Catherine,200033579
Bainghen,200072478
Éply,200070589
Juignac,200070282
Épieds,200072031
Steinbach,200036465
Guécélard,247200629
Amanlis,243500634
Ségry,243600236
Beausemblant,200040491
Saint-Pierre-de-Côle,242400752
La Motte-de-Galaure,200040491
Langrune-sur-Mer,241400860
Rives,243800984
Villeveyrac,200066355
Saint-Joire,200066108
Lumigny-Nesles-Ormeaux,200072874
Les Riceys,200069003
Raddon-et-Chapendu,247000755
Beaumont,246300701
La Chapelle-Saint-Aubert,200072452
Courcy,200067213
Teurthéville-Hague,200067205
Chantilly,246000764
Veules-les-Roses,200069839
Colayrac-Saint-Cirq,200035459
Nessa,200073104
La Framboisière,200069912
Locquignol,200043321
Saint-Étienne-de-Tinée,200030195
Laucourt,200070977
Laussonne,200073401
Thuré,248600413
Piobetta,200034205
Richerenches,200040681
Celles-sur-Plaine,200071066
Iron,200071983
Raon-sur-Plaine,200071066
La Lande-de-Fronsac,243301397
Lugny-lès-Charolles,200071884
Albaret-Sainte-Marie,200069185
Flaviac,200071413
Sérézin-de-la-Tour,243800604
Vauchonvilliers,200066892
Préchac,200043974
Lecques,243000296
Thieulloy-la-Ville,200071181
Rognon,200068294
Le Pin,248200016
Saint-Rémy-de-Chaudes-Aigues,200066660
Ligné,200072023
Le Tertre-Saint-Denis,200059889
La Corbière,247000755
Le Bez,200066561
Morsang-sur-Orge,200057859
Ménerval,200069730
Louchats,200043974
Brannens,200044394
Angoumé,244000675
Serpaize,200077014
Dourlers,200043263
Blacé,200040590
Lahosse,200069631
La Chapelle-Blanche,200068989
Dampierre-sous-Bouhy,200067130
Saint-Pierre-dels-Forcats,246600464
Contamine-Sarzin,200070852
Romagny Fontenay,200069425
Lapeyre,200070795
Brucheville,200042729
Lège,200072635
Thénisy,200040251
Lintot-les-Bois,200068534
Rieux,245100888
Ravenel,246000566
Moulins,200071140
Peyrins,200068781
Méréaucourt,200071181
Rix,200067429
Arcinges,200035202
Fitz-James,246000376
Beaufay,200072676
Saint-Augustin,200069037
Villars-les-Bois,200036473
Fourqueux,200058519
Condeissiat,200069193
Levie,242000495
Saint-Hilaire-Cottes,200072460
Ronssoy,200037059
Les Étangs,200067957
Ormoiche,247000755
Mervilla,243100633
Saint-Denis-de-Cabanne,200035202
Le Chambon-Feugerolles,244200770
Valentigney,200065647
Vieille-Toulouse,243100633
Saint-Martin-de-Jussac,200059400
Villaines-en-Duesmois,242101434
Velaines,200033025
Bourneau,200071934
Gardouch,200071298
Bouriège,200071926
Villelongue-dels-Monts,200043602
Mazeley,200068757
Saint-Hippolyte-du-Fort,200034411
Vauxaillon,200071769
Valbonne,240600585
Pléven,200068989
Mont-Saint-Vincent,247100290
Le Meillard,200070951
Saint-Gondran,243500667
Gastines,200048551
Les Aulneaux,200072676
Pluguffan,200068120
Sainte-Geneviève,200067973
Beauregard,244600532
Valcebollère,246600399
Wissignicourt,200071769
Anhiers,200044618
Feldbach,200066041
Sauclières,241200906
Chevannes,244500419
Mirebeau,200069763
Civray-de-Touraine,243700820
Cahors,200023737
Villars-lès-Blamont,200065647
Rouvignies,245901160
Roville-devant-Bayon,200035772
Saint-Merd-la-Breuille,200066744
Péault,200073260
Soissons-sur-Nacey,200070902
Auriac-Lagast,241200542
Neugartheim-Ittlenheim,200034635
Abaucourt-Hautecourt,245501242
Moncheaux-lès-Frévent,200069672
Évry,248900896
Saint-Laurent-sur-Sèvre,248500662
Escassefort,200030674
Sons-et-Ronchères,240200469
Véretz,200073161
Chalencon,200071413
Nabinaud,200070282
Gildwiller,200066033
Merceuil,200006682
Hon-Hergies,200043321
Bastanès,200067288
Saint-Genest-sur-Roselle,200040814
Charbonnier-les-Mines,200070407
Belleu,240200477
Pouillé,200069854
Brunvillers-la-Motte,246000566
Lutzelbourg,245700950
Estibeaux,200069417
Veauville-lès-Baons,247600620
Saint-Berthevin,245300330
Prouvy,245901160
Courtagnon,200067213
Chardogne,200033025
Allan,200040459
Paréac,200069300
Sanvensa,200069383
Ansan,200042372
Courcebœufs,200068963
Sère-en-Lavedan,200070811
Saint-Quentin-en-Tourmont,200070936
Champéon,200055887
Buxerolles,200069854
Fougerolles,200018521
Les Lilas,200054781
Pullay,200066462
Herbinghen,200072478
Lamongerie,241927243
La Celle,200036135
Monnerville,200017846
Fournols,200070761
Hangenbieten,246700488
Saint-Gratien,200056380
Bischwihr,246800726
Acheux-en-Vimeu,200070944
Brévillers,200044030
Franqueville,200071223
Grougis,200071983
Clermont,200069631
Senneville-sur-Fécamp,200069821
Saint-Alyre-ès-Montagne,200070407
Givrycourt,245701206
Pégairolles-de-Buèges,200022986
Hohfrankenheim,246700959
Berlancourt,246000756
Saint-Berain-sous-Sanvignes,247100290
Ménétréols-sous-Vatan,200068880
Toussaint,200069821
Steinbourg,200068112
Hinsingen,200067841
Saint-Vaast-en-Auge,200065563
Saulieu,242101442
Trois-Vèvres,200067908
Ternant,200041689
Cessales,200071298
Vendes,200069516
Charbonnat,200070530
Roizy,200043156
Laubressel,200069250
Roullet-Saint-Estèphe,200071827
Urville,241000405
Séligney,243901089
Héric,244400503
Gérardmer,200071157
Cahuzac,243100567
Brouennes,200066132
Montpon-Ménestérol,200040384
Habas,200069417
Saint-Martin-Curton,244701355
Galiax,243200508
Équirre,200069672
Butteaux,200067304
Espaubourg,246000913
Raze,247000367
Sauxillanges,200070407
Saint-Georges-des-Coteaux,200036473
Saint-Chéron,200034718
Cuisy-en-Almont,240200477
Gousse,200069631
Neuf-Berquin,200040947
Les Rouges-Eaux,200071066
Bordeaux-en-Gâtinais,200071850
Killem,200040954
Arzens,200035715
Cobrieux,200041960
Magnières,200070324
Savigny-en-Véron,200043081
Champdolent,200041689
Saint-Martin-de-Bossenay,241000488
Prix-lès-Mézières,200041630
Saint-Aubin-Routot,247600539
Le Mesnil-Amelot,200055655
Saint-Cyr-le-Gravelais,245300306
Oizé,247200348
Songeson,243900719
Saint-Quentin-de-Caplong,243301371
Dampierre,200071777
Chazelles,200066637
Ver-sur-Mer,200069516
Lachapelle-sous-Rougemont,200069060
Alos,200067940
La Chapelaude,240300657
Vérissey,200071579
Coatréven,200065928
Saint-Michel-de-Veisse,200067189
Beaumontois en Périgord,200034833
Saulgond,200072049
Mostuéjouls,241200567
Ventiseri,200033827
Sansais,200041317
Saint-Martin-Sainte-Catherine,200067189
Vendresse,240800862
Romilly-sur-Seine,200000545
Servin,242504371
Crozon,200066868
Vieux-Thann,200036465
Saint-Gilles-Croix-de-Vie,200023778
Saint-Izaire,200067155
Le Hom,200066710
Puyol-Cazalet,200069649
Fiefs,200069672
Cudos,200043982
Bonviller,245400759
Champ-sur-Barse,200066892
Saint-Martin-du-Tertre,200073013
Louplande,247200629
Belmont,200070332
Viviès,200044469
Étinehem-Méricourt,248000747
Lières,200072460
Hauteluce,200068997
Chapelle-Spinasse,241900133
Saosnes,200072676
Tournon-d'Agenais,200068930
Villebichot,200070894
Chargey-lès-Gray,200036549
Rosporden,242900769
Zeinheim,200068864
Sèvres,200054781
Cublize,200040566
Moutiers-les-Mauxfaits,200071900
Vergt,200040392
Miserey,200071454
Solre-le-Château,200043263
Saint-Just-d'Avray,200040566
Santa-Lucia-di-Moriani,200034205
Bonnut,200039204
Longpré-le-Sec,200066892
Denonville,200033181
Sorbey,200067957
Viré-en-Champagne,200040475
Cambiac,200071298
Chouy,200071991
Confolens,200072049
Avrainville,200057859
Bize,200070332
Jettingen,200066041
Épiez-sur-Chiers,200043693
Sausses,200068625
Dezize-lès-Maranges,200006682
Chaudefonds-sur-Layon,200071553
Pérenchies,245900410
Chepniers,200041523
Lacroix-sur-Meuse,245500327
Sceautres,240700815
Bouqueval,200055655
Thoste,200071017
Feillens,200071371
Saint-Léon-sur-Vézère,200041168
Estaing,200067478
Baho,200027183
Montagnieu,240100883
Les Thuiles,200072304
Rauville-la-Bigot,200067205
Villers-le-Sec,200066108
Nordausques,200069037
Proveysieux,200040715
Villevocance,200072015
Châteauneuf-du-Rhône,200040459
Osches,200066165
Les Tourreilles,200072643
Moutiers-au-Perche,200068435
Affoux,200040566
Salles-de-Villefagnan,200043016
Gourvieille,200035855
Ventelay,200067213
Roquelaure-Saint-Aubin,200034726
Bay,200041887
Lombers,200034049
Trouville,200010700
Humerœuille,200069672
Champagne-sur-Oise,249500489
Gézaincourt,200070951
Griscourt,200041515
Saint-Germain-sur-Morin,247700438
Prosnes,200067213
Saint-Sylvestre,200066793
Amayé-sur-Orne,200066728
Le Petit-Pressigny,200071587
Cordey,241400514
Chavagne,243500139
Vielmur-sur-Agout,200034056
Vallon-sur-Gée,200040475
Bourg-Saint-Christophe,240100883
Blanzée,245501242
Beignon,200066785
Beuzeville-la-Guérard,200069839
Bluffy,200066793
Magny-Vernois,247000664
Thoiry,240100750
Puisieulx,200067213
Vovray-en-Bornes,247400112
Plœuc-L'Hermitage,200069409
Figari,200040764
Gouaux,246500573
Artannes-sur-Thouet,200071876
Douelle,200023737
Fresnoy-Andainville,200071181
Peyreleau,241200567
Saint-Sylvestre-de-Cormeilles,200066017
Belleroche,200035202
Corbehem,200044048
Saint-Pierre-Lafeuille,200023737
Les Villages Vovéens,200070159
Dampierre-lès-Conflans,200041721
Audeloncourt,200069664
Saint-André-la-Côte,246900740
Fatouville-Grestain,200066827
Chantillac,200029734
Froville,200067643
Laissey,242504447
Versailles,247800584
Saint-Maixme-Hauterive,200040277
Montreuil-sur-Maine,200071868
Écot,200065647
Caurel,200067213
Saffres,200071017
La Guiche,200040293
Vourey,243800984
Auvers,200042729
Brancourt-le-Grand,240200493
Chançay,200073161
Sainte-Agathe-la-Bouteresse,200065886
Croix-Caluyau,200043321
Villiers-le-Bois,200071041
Curciat-Dongalon,200071751
Saint-Roman-de-Malegarde,248400335
Soursac,200066744
Saint-Savin,243800604
Neufchâtel-en-Bray,200070068
Bezange-la-Grande,245400759
La Roche-sur-Grane,242600252
Saint-Pierre-de-Mons,200043974
Colmier-le-Bas,200027308
Rocbaron,200068104
Magrin,200034056
Schœneck,245700372
Antilly,200039949
Cuffies,240200477
Les Planches-en-Montagne,200069623
Saint-Jean-Lespinasse,200066371
Planches,200069458
Saraz,200068070
Saint-Cyr-les-Colons,200067080
Escos,200067288
Montrécourt,245901038
Brest,242900314
Saint-Arey,200040657
Saint-Priest,200071413
Prouvais,240200576
Vassincourt,245501184
Bréhan,245614433
Sainte-Marie-au-Bosc,247600497
Esbareich,200070829
Françay,200030385
Saint-Germain-Lavolps,200066744
Saint-Laurent-des-Bois,200070183
Les Mollettes,200041010
Avesnes-sur-Helpe,200043263
Douchy-les-Mines,200042190
Poggio-di-Nazza,200033827
Chantelouve,200040657
Sébeville,200042729
Fourneaux,200066389
Waltembourg,245700950
Saint-Corneille,200072684
Rogerville,247600596
Villetelle,243400520
Condé-sur-Marne,200066876
Coutances,200067023
Mitzach,246800205
Lapoutroie,246800551
Uzemain,200068757
Graimbouville,247600539
Peyrefitte-sur-l'Hers,200035855
Gournay-en-Bray,200069730
Avanton,200069763
Wassigny,200071983
Douvres-la-Délivrande,241400860
Saint-Hippolyte,200071587
Saint-Utin,200034718
Carentoir,200066785
Étagnac,200072049
Dampierre,200072999
Gilhoc-sur-Ormèze,200016905
Saint-Jean-de-Rives,200034023
Arromanches-les-Bains,241400555
Les Moutiers-en-Cinglais,200066710
Campagnac,200068484
Archelange,200010650
Costaros,244301123
Villabon,241800374
Thaumiers,241800424
Rimeize,200069185
Vorges-les-Pins,242500361
Féy,200039865
Charenton-du-Cher,200036135
Bettelainville,245701354
Saint-Senier-de-Beuvron,200069425
Maast-et-Violaine,240200519
Bazus-Neste,200070787
Lœuilley,200036549
Saint-Evroult-Notre-Dame-du-Bois,200068468
Saint-Félix-de-l'Héras,200017341
Croisilles,200035442
Pessat-Villeneuve,200070753
Cassignas,200023307
Sammarçolles,248600447
Cuinchy,200072460
Caveirac,243000643
Bouy-Luxembourg,241000223
Larmor-Baden,200067932
Crissey,200010650
Étalondes,247600588
Louvencourt,248000747
Péret-Bel-Air,241900133
Fajac-la-Relenque,200035855
Loisieux,247300262
Sarrogna,243901071
Cadarcet,200067940
Boinvilliers,247800550
Champniers-et-Reilhac,200071819
Briouze,200035814
Lormes,200067890
Peyrissas,200072643
Champcella,240500462
Saint-André-de-l'Épine,200066389
Apremont-sur-Allier,200011781
Charenton-le-Pont,200054781
La Sône,200070431
Vaux,240300566
Ferrières-Saint-Mary,200066637
Rouvres-les-Vignes,241000405
Chélieu,200068567
Frédille,200040558
Précy,200032514
Maintenay,200044030
Voiteur,200069615
Sainte-Gemme,200066850
Saint-Philibert,200043123
Saurais,200041333
Dommartin,200070969
Groissiat,200042935
L'Abergement-Sainte-Colombe,200071538
Mutigny,245100615
Lucy-le-Bocage,240200584
Le Meux,200067965
Fessenheim-le-Bas,200034635
Lalonquette,200067239
Battenans-les-Mines,242504447
Donzy-le-Pertuis,200040293
Valle-di-Campoloro,200034205
Meslay-le-Grenet,200033181
Landes-sur-Ajon,200069524
Belmont,243900420
Villemaréchal,247700032
Baerendorf,200067841
Champagneux,247300528
Courtenay,200067668
Pouilly-sur-Saône,242101509
Espagnac-Sainte-Eulalie,200067361
Saint-Frézal-d'Albuges,200069128
Saint-Merd-de-Lapleau,241900133
Habsheim,200066009
Vionville,200070738
Rivolet,200040590
Ogeu-les-Bains,200067262
Aubusson,200044014
Saint-Ouen-le-Mauger,200068534
La Ferté-Imbault,244100806
Willems,245900410
Riverie,246900740
Banneville-la-Campagne,200065589
Gratibus,200070977
L'Étoile,200071223
Montgreleix,246300966
Genouillac,200041556
Druillat,200071751
Thiaucourt-Regniéville,200070738
Sivry-la-Perche,200049187
Peyrabout,200034825
Anguilcourt-le-Sart,200071785
Artix,200039204
Espès-Undurein,200067106
Gruchet-Saint-Siméon,200068534
Castelgaillard,200072643
La Chaussée-Saint-Victor,200030385
Milly-Lamartine,200070308
Saint-Barthélemy,200069425
Saint-Molf,244400610
Mérouville,200070159
Arlebosc,200073096
Sully,246000848
Casaglione,200067049
Rilly-sur-Loire,200030385
Grimaucourt-en-Woëvre,245501242
