commune,epci
Fonches-Fonchette,200070977
Issenhausen,246700959
Metzervisse,245701354
Aast,200067296
Wuisse,245701206
Saint-Amé,200068377
Steenwerck,200040947
Ouzilly,248600413
Brette,242600534
Oberhoffen-sur-Moder,200067874
Port-Saint-Louis-du-Rhône,200054807
Francières,246000897
Rottelsheim,200067874
Sauvignac,200029734
Bouville,200017846
Saint-Jean-d'Ataux,200040095
Damvix,248500563
Neuilly-sur-Seine,200054781
Sassetot-le-Mauconduit,200069821
Nieurlet,200040954
Lauret,200022986
La Méaugon,200069409
La Madeleine-sur-Loing,200023919
Lavalette,200017341
Beaumont-en-Auge,241400878
Saint-Lormel,200068989
Audrehem,246201016
Sancy,200070290
Aisy-sur-Armançon,200039642
Bréville,200070514
La Tronche,200040715
Peyriac-Minervois,200035715
Baden,200067932
Montagnieu,200068567
Broglie,200066413
Mesnil-Verclives,200072312
Caudebronde,200042463
Semillac,200041523
Château,200040293
Saint-Hilliers,200037133
La Garde-Adhémar,200042901
Madriat,200070407
Colpo,200067932
Charnay-lès-Chalon,200040038
Huclier,200069672
Yvetot-Bocage,200067205
Méré,200067080
Sauméjan,244701355
Chanteheux,200070324
Thieux,200068005
Jours-lès-Baigneux,242101434
Nuaillé-sur-Boutonne,200041689
Lévignacq,244000857
Vaupoisson,200071777
Doudelainville,200070993
Outremécourt,200069664
Source-Seine,242101459
Sainte-Marie-des-Champs,247600620
Ayzac-Ost,200070811
Hauviné,240800920
Bouesse,200068872
Pont-Saint-Vincent,245400171
Saint-Jean-de-Bournay,200059392
Buncey,242101434
Mialos,200067239
La Bastide-sur-l'Hers,200044469
Joucas,200040624
Luc-sur-Aude,200071926
Saint-Maurice-Crillat,243900719
Puits-et-Nuisement,200066892
Pierrefitte,247900798
Jaulnay,200072668
Petit-Noir,243901089
Menneval,200066413
Cuirieux,240200469
Auzet,200067437
Saint-Aignan,245614433
Fromeréville-les-Vallons,200049187
Balansun,200039204
Billezois,240300491
Chalon-sur-Saône,247100589
Saint-Jammes,200067296
La Houssaye,200066413
Maisoncelles-sur-Ajon,200069524
Roinville,249100595
Santa-Lucia-di-Mercurio,200073138
La Charce,200068229
Bogny-sur-Meuse,200067759
Ouillon,200067296
Prunelli-di-Casacconi,200073252
Vézins-de-Lévézou,241200765
Vaux-le-Pénil,247700057
Blaisy-Bas,200039055
Longeville-lès-Saint-Avold,245700133
Cuinzier,200035202
Halstroff,200067486
Livet-sur-Authou,200066413
Pont de Montvert - Sud Mont Lozère,200069136
Villard,247400047
Pamfou,200070779
Reuil-en-Brie,200077055
Trizay-Coutretot-Saint-Serge,200006971
Arboussols,200049211
La Horgne,240800862
Peuvillers,200066173
Saint-Ciers-Champagne,200041523
Boissy-le-Sec,200017846
Morsan,200066413
Sommesous,200066876
Saint-Dizier-la-Tour,200067593
Campi,200015162
Vougrey,200071041
Broyes,200068005
Cazaux-Villecomtal,243200508
Jullié,200067817
Seuzey,245500327
Brianny,200071017
Asnières-sur-Saône,200071371
Millery,200071017
Préchac,243200391
Drusenheim,200041325
Le Val-Saint-Germain,249100595
Puydaniel,200068807
Vallesvilles,200071298
Le Plan,200068815
La Chapelle-aux-Filtzméens,243500733
Razac-d'Eymet,200040889
Saint-André-le-Désert,200040293
Hœrdt,246700843
Cuigy-en-Bray,246000913
Viry-Noureuil,200071785
Aigurande,200007052
Encausse,200034726
Saint-André-le-Coq,200071199
Niederhaslach,246701064
Belle-et-Houllefort,200018083
Remies,240200469
Pommiers,240200477
Champoulet,200068278
Stazzona,200073252
Moulay,200055887
Chasseneuil,200068872
Longueville,200037133
Varenne-l'Arconce,247103864
Grangues,200065563
Rozières-en-Beauce,200070183
Lembeye,200067296
Grévillers,200035442
Puechredon,200034411
Walincourt-Selvigny,200030633
Sigournais,248500340
Haute-Kontz,200067486
Chapareillan,200018166
Aurensan,200030435
Saint-Omer-Capelle,246200844
Baubigny,200067205
Nesle-l'Hôpital,200071181
Les Ulmes,200071876
Saint-Pol-sur-Ternoise,200069672
Poudenx,200069649
Menoux,200041879
Mousseaux-sur-Seine,200059889
Montreuil-Bellay,200071876
L'Abergement-de-Cuisery,200071538
Palinges,200071884
Vismes,200069722
Beaumont-de-Pertuis,248400285
Rouécourt,200068658
Villeneuve-les-Cerfs,200071199
Saint-Igny-de-Vers,200067817
Auzat,200066363
Pailherols,241501089
Lorcières,200066660
Cailhavel,200071926
Cuiserey,200072825
Roche,200065886
Saint-Martial-le-Mont,200067189
Gizeux,200072981
Charnat,200070712
Saint-Amand-Longpré,200072072
Régnié-Durette,200067817
Chantepie,243500139
Anos,200067296
Bousignies-sur-Roc,200043396
Deuil-la-Barre,200056380
Couvrelles,240200501
Villiers-Herbisse,200071777
Tanlay,200039642
La Frédière,200041689
Sarraguzan,200035756
Saint-Jean-de-Serres,200066918
Le Cros,200017341
Pontcirq,200023737
Chavot-Courcourt,200067684
Tilhouse,200070787
Chenebier,247000722
Saint-Alban-en-Montagne,200072007
Trignac,244400644
Merviller,200070324
Étauliers,243300811
Merville,245900758
La Feuillade,200041150
Entrevennes,200034700
Brouville,200070324
Bréval,200071074
Villecourt,200070985
Saint-Pardoux-le-Vieux,200066744
Espagnac,241927201
Le Donzeil,200067189
Le Vivier-sur-Mer,200070670
Carhaix-Plouguer,242900744
Ardouval,200070068
Collorec,242900561
Audignicourt,200071991
Sainte-Julie,240100883
Saint-Germain-de-Prinçay,248500340
Sailly-en-Ostrevent,200044048
Plombières-lès-Dijon,242100410
Saint-Just-en-Bas,200065886
Arcenant,200070894
La Chevallerais,244400453
Ciry-le-Noble,247100290
Bouquemaison,200070951
Sars-et-Rosières,200042190
Château-sur-Cher,200072080
Ambazac,200066512
Chausseterre,244200820
Saint-Créac,200034726
Ney,200069623
Pastricciola,200067049
Lansac,200070803
Rosny-sur-Seine,200059889
Écordal,240800862
Pontevès,200040202
Queyrac,200070720
Chablis,200067080
Saint-Germain-la-Ville,200043438
Marcilly-en-Gault,244100806
Belan-sur-Ource,242101434
Inglange,245701354
La Trinité,200071454
Comps-sur-Artuby,248300493
Coudeville-sur-Mer,200042604
Lavelanet,240900464
Montbéliardot,242504355
Montastruc,200067122
Alzon,243000270
Labeuville,245501176
Saint-Étienne-de-Gourgas,200017341
La Chapelle-sous-Dun,200070548
Alénya,246600282
Rocquencourt,200068005
Fouchécourt,200068773
Bois-Arnault,200066462
Ondreville-sur-Essonne,200071850
Fay-le-Clos,200040491
Vier-Bordes,200070811
Baudreix,246401756
Tourtour,200040210
Sains-Richaumont,240200444
Gondecourt,200041960
Juicq,200041689
Villers-les-Bois,200071595
Artagnan,200072106
Villers-au-Bois,246200364
Flogny-la-Chapelle,200039642
Loguivy-Plougras,200065928
Beaumont,243200417
Bords,200041689
Somain,245901152
Villemorin,200041689
Laffaux,240200501
Saint-Mont,200035632
Bonnefoi,200068468
Ouches,200035731
Bias,200023307
Draveil,200058477
Imécourt,240800920
Quincy-Voisins,247700438
Sainte-Geneviève-lès-Gasny,200072312
Louvres,200055655
Chanville,200039907
Liausson,243400355
Réville-aux-Bois,200066173
Saint-Igest,200069383
Vielle-Soubiran,200035541
Canapville,200069458
Audun-le-Roman,200070290
Proix,200071983
Dommarien,200027308
Caudiès-de-Conflent,246600464
Sierville,200070449
Cellieu,244200770
Hostens,200043974
Chenonceaux,243700820
Champvert,200067700
Montmérac,200029734
Gunstett,200013050
Trans-sur-Erdre,244400552
Estramiac,200034726
Réotier,200067452
Saint-Quentin-sur-Charente,200072049
Neussargues en Pinatelle,200066637
La Haye-Bellefond,200043354
Nogent-sur-Oise,200068047
Hanvoile,246000848
Le Puiset,200070159
Bridoré,200071587
Saint-Laurent-sur-Mer,200066801
Saint-Point,200071645
Savignac-de-l'Isle,200070092
Fresneville,200071181
Saint-Jean-de-Lier,200069631
Laprugne,200071363
Trensacq,200069656
Serrières-sur-Ain,200029999
Maurens,243100567
Tayac,200035533
Étalon,200070977
La Chailleuse,243901071
Le Bastit,200066371
Cemboing,200036150
Savilly,200071173
Gratreuil,200042703
Variscourt,240200576
Fougères,200072452
Chargé,200043065
Ars,200067189
Brioude,244301032
Hertzing,200068146
Puy-Saint-Martin,242600252
La Romaine,247000367
Martainville,200066710
Uffheim,200066058
Nadillac,244600573
Monsaguel,200040889
Meulson,242101434
Libourne,200070092
Lasserre,200068948
Namps-Maisnil,200071181
Baudonvilliers,200066108
Montperreux,200069565
Champagne,200041762
Montgeard,200071298
Lesparrou,240900464
Rueil-Malmaison,200054781
Loubeyrat,200072098
Sembadel,200073419
Plesnois,200039949
Briosne-lès-Sables,200072676
Bussières-et-Pruns,200071199
Maringues,200071199
Illifaut,200067460
Louan-Villegruis-Fontaine,200037133
Saint-Clément-sur-Guye,200040293
Sceaux,200039709
Lanta,200071298
Castres-Gironde,243301264
Caussade,248200057
Ocana,242000503
Lélex,240100750
Sully-sur-Loire,200070100
Murvaux,200066132
Clion,200041523
Loubens-Lauragais,200071298
Preignac,200069581
Courcelles-lès-Montbéliard,200065647
Sireuil,200071827
Fligny,200041622
Augea,200072056
Friesen,200066033
Givardon,241800432
Le Rouret,240600585
Saint-Junien-les-Combes,200071942
Servigny-lès-Sainte-Barbe,200067957
Caunay,200069755
Montaigut-le-Blanc,200070407
Saint-Just-de-Claix,200070431
Morvilliers,200066892
Betplan,200035756
Merle-Leignec,200065886
Bulligny,245400510
Saint-Denis-sur-Loire,200030385
Saint François Longchamp,247300361
Agy,241400555
Xousse,200069433
Virac,200040905
Saint-Lary,200066926
Saint-Denis-en-Bugey,240100883
Mourèze,243400355
Asfeld,200043156
Castelnau d'Auzan Labarrère,243200458
Talairan,200035863
Criquetot-l'Esneval,247600497
Bost,200071363
La Chaise,200066892
Dommartin-le-Coq,200071777
Fesches-le-Châtel,200065647
Lompnas,240100883
Réveillon,200036069
Cantenay-Épinard,244900015
Guern,245614433
Bansat,200070407
Dinan,200068989
Nant-le-Petit,200066108
Perruel,200070142
Les Combes,242504116
Écleux,243900420
Savigny-Poil-Fol,200067882
Saint-Martin-le-Vinoux,200040715
Tartigny,200068005
Cinq-Mars-la-Pile,200072981
Chantraine,200068757
Cazeaux-de-Larboust,200072635
Saint-Santin-Cantalès,200066678
Chemilly,200071140
Albaret-le-Comtal,200069144
Eydoche,243801073
Lindry,200067114
Filstroff,200067486
Marac,200072999
Saint-Joseph,200067205
Montels,200042653
Juillac-le-Coq,200070514
Loire-les-Marais,200041762
Cussay,200071587
Autigny-le-Petit,200044253
Saint-Jean-d'Avelanne,200068567
Mercy-le-Bas,200070290
Saint-Barthélemy-de-Bussière,200071819
Débats-Rivière-d'Orpra,200065886
Donnement,200040137
Baigneux-les-Juifs,242101434
Maizières-la-Grande-Paroisse,200000545
Saint-Hilaire-Taurieux,200066751
Baubigny,200006682
Turgy,200071041
Bellesserre,200071314
Puget-sur-Argens,200035319
La Penne-sur-l'Ouvèze,200068229
Odratzheim,200068864
Sore,200069656
Retschwiller,200040178
Saint-Quentin-la-Poterie,200034379
Montaigu-de-Quercy,200040418
Lohuec,200067981
Cipières,240600585
Fontcouverte-la-Toussuire,200070464
Babœuf,246000756
Lachaise,200029734
Andres,200072478
Casterets,200070795
Bois-Normand-près-Lyre,200066462
Hérouvillette,200065563
Sévérac d'Aveyron,200068484
Solterre,244500203
Chérisy,200035442
Brémoncourt,200067643
Beauziac,244701355
Estrée-Wamin,200069482
Brévonnes,241000223
Fontenelle,200072825
Courson-Monteloup,249100074
Magnivray,247000755
Saint-Baldoph,200069110
Val-des-Marais,200067684
Flachères,243801073
Leyrat,200067544
La Bastide-des-Jourdans,248400285
Crugny,200067213
Bligny,241000405
Laurède,200069631
Biville-la-Baignarde,200068534
Kappelkinger,200070746
Saint-Pantaléon-de-Lapleau,200066744
Audelange,200010650
Saint-Ferme,200069599
Codalet,200049211
Romagnat,246300701
Courtefontaine,200023075
Gauriac,200023794
Anthenay,200067213
Torcy-le-Grand,200068534
Le Mont-Saint-Michel,200069425
Ormoy-Villers,246000871
Méneslies,200070944
Guise,200071983
Saint-Denis-d'Authou,200070167
Saint-Denis,200035129
Ervillers,200035442
Osmets,200070795
Roches-lès-Blamont,200065647
Saint-Aubin-des-Chaumes,200067692
Sallebœuf,243301355
Ansacq,246000376
Lafox,200035459
Corbières,200034700
Damelevières,200067643
Joinville-le-Pont,200054781
La Montagne,244400404
Saint-Gengoux-de-Scissé,200069698
Puttelange-lès-Thionville,245700695
Lux,247100589
Lamasquère,200068641
Corpe,200073260
Sembas,200068922
Ferrière-sur-Beaulieu,200071587
Chaillevois,200071769
Chalvignac,241500271
Voulgézac,200071827
Eckwersheim,246700488
Thauron,200067189
Gevingey,200071116
Reffuveille,200069425
Auzebosc,247600620
Lignerolles,200071454
Heiltz-l'Évêque,200067379
Saint-Drézéry,243400017
Clermont-sur-Lauquet,200071926
Lachaussée,200034874
Lambach,200069441
Waldweistroff,200067486
Chirac-Bellevue,200066744
Dingé,243500733
Wattrelos,245900410
Le Faget,200071298
Chargey-lès-Port,200041879
Guéron,241400555
Avrilly,200071470
Villeneuve-en-Retz,200071546
Bax,200066819
Lalouvesc,240700716
Céron,247100639
Éloyes,200068377
Saint-Martin-de-la-Cluze,200030658
Louvignies-Quesnoy,200043321
Vielle-Tursan,200030435
Fontarèches,200034379
Véronne,200040509
La Haye,200068757
Oyé,247103864
Montagny-lès-Seurre,242101509
La Chapelle-Huon,200072692
Ners,200066918
Commenailles,200069615
Saint-Maugan,200038990
Mardilly,200069458
Saint-Mammès,247700032
Fougax-et-Barrineuf,240900464
Baud,200067221
Uffholtz,200036465
Hondainville,200067973
Semécourt,200039949
Dontrien,200067213
Pannes,200070738
Buissard,200068096
Rexpoëde,200040954
Cournols,200069177
Auberives-sur-Varèze,243800778
Corcy,200071991
Champrond-en-Perchet,200006971
La Planche,200067635
Grand'Combe-des-Bois,242504355
Calanhel,200067981
Montgesty,200023737
Thizay,200068880
Dame-Marie-les-Bois,243700499
Chomérac,200071413
Aulon,246500573
Sainte-Foy,200071165
Courdemanche,200071454
Port-Jérôme-sur-Seine,200010700
Cuq-Toulza,248100158
Saint-Alexandre,200034692
Quirbajou,200043776
Chalivoy-Milon,241800424
Valmondois,249500430
Champey-sur-Moselle,200041515
Cerisières,200068658
Miribel-les-Échelles,200040111
Rennes,243500139
Brimont,200067213
Saint-Remy-en-l'Eau,246000566
Villerville,241400415
Herpelmont,200042000
Chauvency-Saint-Hubert,245501259
Rorschwihr,246800577
Étrochey,242101434
Saint-Myon,200072098
Sailly-au-Bois,200035442
La Couyère,200070662
Seyssinet-Pariset,200040715
Saint-Germain-de-Clairefeuille,200069458
Chénérailles,200067593
Saint-Paul-de-Tartas,244301123
Diconne,200042414
Durban,200072320
Rougemontiers,200066405
Bussières,200065894
Miolles,200034031
Sembouès,243200508
Pontcharra-sur-Turdine,200040566
Volvent,242600534
Deneuvre,200070324
Lect,243900412
Eincheville,200067502
Marenla,200044030
Labruyère,242101509
Samadet,200069649
Saint-Maurice-en-Cotentin,200067205
La Chapelle-sur-Chézy,240200584
Lanuéjouls,241200674
Loriol-du-Comtat,248400053
Espelette,200067106
Maignelay-Montigny,246000566
Noguères,200039204
Moulin-Neuf,200044469
Ramillies,200068500
Mazerulles,200070589
Coat-Méal,242900553
Sainte-Croix,200040905
Chailland,245300355
Callian,200004802
Ustou,200067940
Guillon-les-Bains,242504447
Lusse,200071066
Floressas,244600433
Léaz,240100750
Massaguel,248100158
Reyssouze,200071371
Saint-Martin-de-Seignanx,244000659
Sorrus,200069029
Saint-Pantaléon,200039519
Empury,200067890
Sainte-Camelle,200035855
Pouylebon,243200425
Dammartin-Marpain,243900560
Sainte-Anne,200034726
Loueuse,246000848
Greffeil,200071926
Moutier-Malcard,200041556
Saint-Maurice-d'Ardèche,200039808
Aboncourt,245701354
Salles,200070811
Bezouce,243000643
Saint-Sixt,247400724
Plourin,242900074
Saint-Pierre-d'Entremont,200040111
Rosay,200072056
Champhol,200033181
Saint-Nazaire-des-Gardies,200034411
Obtrée,242101434
Guérin,244701355
Angeville,200066322
Saint-Georges,200044030
Fortschwihr,246800726
Château-sur-Allier,200071140
Pradons,200039808
Bonneville-sur-Touques,241400878
Le Bourdet,200041317
Embres-et-Castelmaure,200070365
Rédange,245701404
Sainte-Croix,240200592
Montferrier-sur-Lez,243400017
Flaumont-Waudrechies,200043263
Anglars-Nozac,244600482
Dolus-le-Sec,200071587
Essarts en Bocage,200071918
Vitry-la-Ville,200043438
Blies-Guersviller,200070746
Saint-Pierre-d'Entremont,200071520
Ercé-en-Lamée,200070662
Eschentzwiller,200066009
Sully,241400555
La Peyratte,200041333
Trébons,246500482
Landrethun-lès-Ardres,200072478
Saint-Mard,200070977
Houdreville,200035772
Baudreville,200070159
Bambiderstroff,245700133
Portes,200066918
Légéville-et-Bonfays,200068369
Dourgne,248100158
Oulchy-le-Château,240200519
Sère-Rustaing,200070795
Sacierges-Saint-Martin,243600319
Lussan,200034379
Duerne,200066587
Tavers,200070183
Berg-sur-Moselle,245700695
Verrey-sous-Salmaise,242101459
Moutiers,200070845
Ouzouer-sous-Bellegarde,200067676
Nuits-Saint-Georges,200070894
Hannaches,246000848
Civrac-sur-Dordogne,243301454
Lury-sur-Arnon,200070571
Mauriac,200069599
Valbois,200034874
Fouligny,245700133
Guyans-Vennes,242504181
Sainte-Marguerite-d'Elle,200066801
Haucourt,200069730
Saint-Martial-sur-Né,200041523
Juignettes,200066462
Sansan,200072320
Roubia,200035863
Valdrôme,242600534
Noirefontaine,200065647
Hausgauen,200066041
Saint-Maurice-lès-Couches,200070530
Fère-Champenoise,245100979
Maen Roch,200070688
Moutiers,200039022
Ouzouer-des-Champs,200067676
Licourt,200070985
Drom,200071751
Saint-Cyr-sur-Menthon,200070555
La Bachellerie,200041150
Valenciennes,245901160
Saint-Germain-de-Longue-Chaume,200041333
Belbèze-en-Lomagne,248200065
Cerizay,200040244
Nizas,243200599
Oberdorff,200067650
Fleurieux-sur-l'Arbresle,246900625
Saint-Martin-du-Frêne,200042935
Montagna-le-Reconduit,200072056
Bénestroff,245701206
Yvré-le-Pôlin,200073112
Parnac,200035137
Serbannes,200071363
Woustviller,200070746
Bais,200033298
Champagne-sur-Seine,247700032
Lurs,240400440
Lautignac,200068815
Chemilly-sur-Serein,200067080
Mayran,241200625
Adon,200068278
Morgny,200071843
Nasbinals,200069144
Ergué-Gabéric,200068120
Grayssas,248200016
Robersart,200043321
Saint-Denis-d'Orques,200040475
Laval-sur-Tourbe,200042620
