type_localisation,code_localisation,nom_localisation,composition,surface_ic,surface_(ha),volume_(m3),volume_(m3∙ha-1),carbone_(tC),carbone_(tC∙ha-1),bois_mort_volume_(m3),bois_mort_volume_(m3∙ha-1),bois_mort_carbone_(tC),bois_mort_carbone_(tC∙ha-1),production_volume_(m3∙an-1),production_volume_(m3∙ha-1∙an-1),production_carbone_(tC∙an-1),production_carbone_(tC∙ha-1∙an-1),prelevement_volume_(m3∙an-1),prelevement_volume_(m3∙ha-1∙an-1),prelevements_carbone_(tC∙an-1),prelevement_carbone_(tC∙ha-1∙an-1),mortalite_volume_(m3∙an-1),mortalite_volume_(m3∙ha-1∙an-1),mortalite_carbone_(tC∙an-1),mortalite_carbone_(tC∙ha-1∙an-1),bilan_volume_(m3∙an-1),bilan_volume_(m3∙ha-1∙an-1),bilan_carbone_(tC∙an-1),bilan_carbone_(tC∙ha-1∙an-1),fexp_vol_carb
groupeser,H2,Alpes_2,Conifere,s,70759.44,25190917.82,359.42,7484009.97,107.01,3558677.09,49.74,838682.88,11.8,517359.51,7.37,140817.77,2.01,232240.8,3.43,61013.63,0.9,123452.64,1.71,36676.74,0.51,161666.07,2.23,43127.4,0.6,0.3
groupeser,H2,Alpes_2,Feuillu,s,45461.25,8280080.41,182.78,4038588.41,90.18,1428265.78,32.09,465491.36,10.32,232407.07,5.1,110490.02,2.45,129937.37,2.09,66102.95,1.09,60825.1,1.06,29667.29,0.52,41644.6,1.96,14719.78,0.84,0.49
groupeser,H2,Alpes_2,Mixte,s,43026.82,10535865.13,242.46,3929351.5,91.03,1738262.17,41.12,482605.18,11.5,265562.73,6.23,96276.47,2.27,91267.99,3.6,26257.88,0.98,79614.94,2.35,29692.4,0.87,94679.8,0.28,40326.19,0.41,0.37
groupeser,H3,Alpes_3,Conifere,s,245926.52,30459440.7,123.5,11654319.87,47.25,4545275.73,18.42,1305596.91,5.29,716702.32,2.9,272522.37,1.1,247416.84,0.91,84963.66,0.31,162462.82,0.58,62161.14,0.22,306822.66,1.4,125397.58,0.57,0.38
groupeser,H3,Alpes_3,Feuillu,s,181276.45,15785916.75,87.74,9812780.28,54.59,3648360.7,19.92,1518130.98,8.3,315636.27,1.75,187618.57,1.04,27981,0.14,16062.74,0.08,147583.56,1.01,91740.32,0.63,140071.71,0.6,79815.52,0.33,0.62
groupeser,H3,Alpes_3,Mixte,s,135079.51,14513748.86,105.62,6720708.74,48.62,2850935.52,20.93,866283.27,6.33,369061.57,2.73,163509.45,1.21,83252.15,0.79,32498.64,0.31,49681.3,0.37,23005.33,0.17,236128.13,1.58,108005.49,0.73,0.46
groupeser,H4,Alpes_4,Conifere,s,186908.75,32215987.47,173.55,11991907.81,64.57,4658494.75,25.13,1260339.82,6.8,595545.33,3.22,218747.78,1.18,118024.87,0.65,42169.42,0.23,88067.64,0.53,32781.83,0.2,389452.83,2.04,143796.53,0.75,0.37
groupeser,H4,Alpes_4,Feuillu,n.s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
groupeser,H4,Alpes_4,Mixte,s,50655.9,9451539.86,177.52,3944825.1,74.89,1742088.45,36.13,526921.82,10.9,196100.11,3.78,79079.49,1.54,17681.83,0.4,10613.81,0.24,29637.24,0.89,12369.81,0.37,148781.04,2.49,56095.88,0.93,0.42
groupeser,I1,Pyrenees_1,Conifere,n.s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
groupeser,I1,Pyrenees_1,Feuillu,s,213183.43,37015605.29,173.94,21013440.52,98.63,7099936.53,33.3,2404307.81,11.27,945235.32,4.46,511951.95,2.41,128053.64,0.71,66159.93,0.38,152840.63,0.85,86766.31,0.48,664341.04,2.9,359025.71,1.56,0.57
groupeser,I1,Pyrenees_1,Mixte,n.s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
groupeser,I2,Pyrenees_2,Conifere,s,69842.67,15822920,226.48,5720517.5,81.81,3535820.74,54.75,967363.01,15.15,382041.79,5.51,133809.3,1.92,196740.71,2.95,61305.28,0.9,52060.79,0.66,18821.73,0.24,133240.28,1.9,53682.29,0.79,0.36
groupeser,I2,Pyrenees_2,Feuillu,s,269024.16,46527780.11,172.74,27261013.16,101.2,8427346.68,31.6,3146598.06,11.79,1056818.72,3.92,565470.32,2.1,191653.63,0.77,98293.86,0.39,233728.09,0.91,136943.23,0.53,631437.01,2.25,330233.23,1.17,0.59
groupeser,I2,Pyrenees_2,Mixte,n.s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
groupeser,JX,Mediterranee_1_2_3_4,Conifere,s,272982.99,22891816.82,83.04,10114513.84,36.73,3105929.96,11.31,830295.6,3.03,650265.42,2.35,277623.46,1.01,233007.24,0.78,97433.45,0.33,127582.49,0.49,56371.01,0.22,289675.68,1.08,123819,0.46,0.44
groupeser,JX,Mediterranee_1_2_3_4,Feuillu,s,798745.17,45287123.26,56.43,33435879.6,41.71,7280891.82,9.11,3272721.88,4.09,1099806.93,1.38,780679.27,0.98,283610.88,0.39,196760.63,0.27,232537.1,0.31,171684.18,0.23,583658.95,0.67,412234.46,0.48,0.74
groupeser,JX,Mediterranee_1_2_3_4,Mixte,s,239865.95,18957448.93,78.64,10218744.46,42.44,2908629.09,12.16,1087872.13,4.56,480973.09,2,249843.63,1.04,92398.44,0.5,54298.24,0.3,62791.08,0.26,33846.64,0.14,325783.58,1.23,161698.75,0.6,0.54
groupeser,K1,Corse,Conifere,n.s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
groupeser,K1,Corse,Feuillu,s,309555.33,27361254.7,87.99,22602550.65,72.79,6216349.06,20.05,2867166.59,9.26,643424.92,2.07,489878.92,1.58,89615.64,0.31,63480.45,0.22,134471.22,0.49,111083.82,0.4,419338.05,1.27,315314.66,0.95,0.83
groupeser,K1,Corse,Mixte,n.s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
groupeser,A1,Grand_ouest_1,total hors peupleraie hors indetermine,s,436201.41,82806165.77,189.75,40928725.92,93.88,10471190.92,23.83,3301509.71,7.53,2812496.48,6.46,1270929.78,2.92,1554423.53,3.83,573929.62,1.41,293806.6,0.72,145220.22,0.36,964266.35,1.91,551779.94,1.15,0.49
groupeser,AX,Grand_ouest_2_et_3,total hors peupleraie hors indetermine,s,275191.33,50031092.01,181.81,25362260.6,92.14,6104406.85,22.27,2084495.45,7.61,1744682.36,6.36,837528.98,3.05,513719.09,2.07,228677.55,0.92,161841.04,0.66,82042.07,0.33,1069122.24,3.64,526809.35,1.8,0.51
groupeser,B3,Centre_nord_semi_oceanique_3,total hors peupleraie hors indetermine,s,331758.63,75252247.11,226.13,36829726.61,110.6,7292926.11,21.9,2316883.4,6.97,2102511.28,6.33,998765.3,3.01,1102588.8,3.49,511180,1.61,224927.6,0.71,110083.38,0.35,774994.89,2.13,377501.92,1.04,0.49
groupeser,B4,Centre_nord_semi_oceanique_4,total hors peupleraie hors indetermine,s,629570.12,122217863.03,194.15,60433167.75,96.02,20573237.68,32.5,6784580.03,10.71,3347807.74,5.32,1598201.84,2.54,1660923.31,2.75,786841.65,1.3,780050.32,1.29,385712.13,0.64,906834.11,1.28,425648.07,0.6,0.49
groupeser,B5,Centre_nord_semi_oceanique_5,total hors peupleraie hors indetermine,s,462734.79,103828117.04,224.22,51835392.08,111.96,13223139.14,28.68,4388982.91,9.52,2723528.15,5.9,1335415.87,2.9,1494678.92,3.49,685427.61,1.6,561494.09,1.31,280321.63,0.65,667355.14,1.1,369666.63,0.64,0.5
groupeser,B6,Centre_nord_semi_oceanique_6,total hors peupleraie hors indetermine,s,320456.13,69818969.41,217.93,32648290.14,101.92,8557353.6,26.66,2793733.04,8.71,2174868.79,6.8,974570.05,3.04,1185116.97,3.7,506796.89,1.58,339931.74,1.06,158956.66,0.5,649820.08,2.03,308816.49,0.96,0.47
groupeser,B7,Centre_nord_semi_oceanique_7,total hors peupleraie hors indetermine,s,366439.68,62724615.4,170.97,29199540.48,79.6,7525991.63,20.49,2441846.01,6.65,1869527.26,5.11,835645.03,2.29,889687.19,2.6,412025.06,1.21,418304.32,1.22,194728.88,0.57,561535.75,1.29,228891.1,0.51,0.47
groupeser,B8,Centre_nord_semi_oceanique_8,total hors peupleraie hors indetermine,s,189729.9,32394561.59,171.29,16681093.95,88.17,5753582.17,30.27,2011044.04,10.62,1006784.81,5.33,499272.19,2.65,524280.19,2.78,256343.72,1.36,256259.79,1.34,131957.14,0.69,226244.83,1.21,110971.33,0.6,0.51
groupeser,B9,Centre_nord_semi_oceanique_9,total hors peupleraie hors indetermine,s,284794.13,61845476.93,217.08,31124713.39,109.27,8813840.81,30.81,3073075,10.76,1566338.82,5.5,770127.5,2.71,1064194.33,3.99,496245.33,1.86,483692.37,1.83,243425.83,0.92,18452.12,-0.31,30456.33,-0.07,0.5
groupeser,BX,Centre_nord_semi_oceanique_1_et_2,total hors peupleraie hors indetermine,s,306726.52,61501612.55,201.02,32032148.65,104.83,7422656.05,24.09,2402589.84,7.81,1880878.44,6.15,929337.71,3.04,1356954.32,4.56,659747.46,2.22,190514.63,0.64,99226.55,0.33,333409.49,0.95,170363.7,0.49,0.52
groupeser,C1,Grand_est_semi_continental_1,total hors peupleraie hors indetermine,s,117848.03,24608841.54,209.08,11416787.73,96.85,3090516.13,26.2,992890.71,8.42,759448.7,6.42,329099.23,2.78,1061882.44,8.52,367972.47,2.95,177413.18,1.42,82307.35,0.66,-479846.93,-3.52,-121180.59,-0.83,0.46
groupeser,C2,Grand_est_semi_continental_2,total hors peupleraie hors indetermine,s,1092604.72,190356317.68,174.14,97741226.49,89.41,31872233.38,29.11,10754228.71,9.82,5029771.89,4.61,2482602.12,2.28,3426434.6,3.24,1543521.47,1.46,1678771.73,1.57,861989.82,0.8,-75434.44,-0.19,77090.83,0.01,0.51
groupeser,C3,Grand_est_semi_continental_3,total hors peupleraie hors indetermine,s,341977.52,72397280.24,212.41,37139237.94,108.86,11346328.64,32.97,3805158.29,11.1,1861340.65,5.46,922564.43,2.71,1966513.43,5.72,921380.8,2.68,505224.87,1.5,259176.4,0.77,-610397.65,-1.76,-257992.77,-0.75,0.51
groupeser,C4,Grand_est_semi_continental_4,total hors peupleraie hors indetermine,s,129304.38,27408393.3,211.58,13472365.85,103.97,4836605.15,37.55,1509155.34,11.69,785975.57,6.11,376783.43,2.93,556655.2,4.77,260196.72,2.22,249558.2,2.07,122668.24,1.02,-20237.83,-0.73,-6081.53,-0.3,0.49
groupeser,C5,Grand_est_semi_continental_5,total hors peupleraie hors indetermine,s,442741.55,92374572.46,208.59,45966869.2,103.78,16773583.59,37.88,5806649.24,13.12,2818704.88,6.36,1365346.67,3.08,1667516.51,3.74,796541.67,1.79,827161.36,1.86,411606.97,0.92,324027.01,0.76,157198.03,0.37,0.5
groupeser,D1,Vosges,total hors peupleraie hors indetermine,s,555816.58,164580960.55,296.08,64185591.11,115.5,25482717.74,45.82,7043209.54,12.66,4606130.75,8.28,1718058.75,3.09,3623383.07,6.47,1300433.27,2.32,926684.43,1.65,361401.39,0.64,56063.25,0.16,56224.1,0.12,0.39
groupeser,E1,Jura_1,total hors peupleraie hors indetermine,s,253128,50164682.55,197.86,23012942.93,90.76,8296411.11,32.58,2893278.02,11.38,1436857.51,5.64,617991.65,2.43,1243133.25,4.59,439718.77,1.63,664363.95,2.48,304775.57,1.14,-470639.69,-1.43,-126502.69,-0.34,0.46
groupeser,E2,Jura_2,total hors peupleraie hors indetermine,s,243969.03,73324148.57,300.55,25625042.45,105,12070454.02,49.49,3243961.67,13.32,1898470.2,7.79,623138.47,2.56,2106288.36,8.93,623796.91,2.65,602714.4,2.48,210634.32,0.87,-810532.56,-3.61,-211292.76,-0.95,0.35
groupeser,F1,Sud_ouest_oceanique_1,total hors peupleraie hors indetermine,s,453385.48,75496234.76,166.61,39301628.52,86.67,16964046.68,37.67,6051726.06,13.43,2682118.36,5.93,1338534.69,2.96,1071918.21,2.47,490111.46,1.13,521538.75,1.2,271501.25,0.62,1088661.4,2.27,576921.97,1.21,0.52
groupeser,F2,Sud_ouest_oceanique_2,total hors peupleraie hors indetermine,s,927746.35,129772445.36,140.14,54651607.65,59.02,11396601.92,12.31,3249155.43,3.51,9034242.33,9.81,3591827.01,3.9,5375461.25,6.54,2059258.17,2.51,232658.17,0.28,97980.3,0.12,3426122.92,2.99,1434588.54,1.28,0.42
groupeser,F3,Sud_ouest_oceanique_3,total hors peupleraie hors indetermine,s,389677.36,68804714.12,176.88,37065439.58,95.28,11279305.95,28.94,4153885.49,10.66,1957277.99,5.03,1013528.51,2.61,549504.06,1.52,254400.4,0.7,344550.62,0.94,185611.12,0.51,1063223.31,2.58,573516.99,1.4,0.54
groupeser,F4,Sud_ouest_oceanique_4,total hors peupleraie hors indetermine,s,295479.33,27846013.38,93.7,17059777.15,57.33,3732274.85,12.42,1602728.87,5.35,625069.54,2.12,367178.67,1.24,165295.96,0.63,85125.37,0.33,100552.53,0.38,61603.21,0.23,359221.04,1.11,220450.1,0.69,0.61
groupeser,F5,Sud_ouest_oceanique_5,total hors peupleraie hors indetermine,s,175467.08,31248955.77,178.64,17101446.79,97.79,6419109.68,36.41,2276728.67,12.91,977583.79,5.6,499516.23,2.86,265739.06,1.52,127997.76,0.73,155837.15,0.92,85284.15,0.5,556007.58,3.16,286234.32,1.63,0.55
groupeser,G1,Massif_central_1,total hors peupleraie hors indetermine,s,623514.84,136630349.07,218.69,64701700.45,103.57,25086771.64,40.12,8030114.74,12.84,4703158.62,7.54,2041163.67,3.27,2977514.23,4.86,1139580.22,1.86,894904.8,1.46,423784.78,0.69,830739.59,1.22,477798.67,0.72,0.47
groupeser,G2,Massif_central_2,total hors peupleraie hors indetermine,s,719419.92,194038569.46,269.53,73650303.18,102.33,27096147.95,37.67,7328818.1,10.19,6174030.37,8.59,2180872.88,3.04,4906724.36,7.03,1597417.39,2.29,882930.91,1.26,335129.92,0.48,384375.1,0.3,248325.57,0.27,0.38
groupeser,G3,Massif_central_3,total hors peupleraie hors indetermine,s,151397.5,39217783.36,258.89,17201617.38,113.59,5857692.24,38.35,1746795.39,11.43,966555.65,6.37,380316.35,2.51,389878.62,2.51,118715.04,0.76,192406.5,1.24,84392.91,0.54,384270.53,2.62,177208.4,1.2,0.44
groupeser,G4,Massif_central_4,total hors peupleraie hors indetermine,s,246941.48,58769327.53,237.77,23459787.13,94.84,9894876.18,39.99,2926548.57,11.84,1855232.35,7.5,689361.03,2.79,1333465.22,5.36,437891.39,1.77,415766.78,1.72,165967.53,0.69,106000.35,0.41,85502.11,0.33,0.4
groupeser,G5,Massif_central_5,total hors peupleraie hors indetermine,s,233587.95,43840503.84,187.49,23048245.07,98.49,12122683.52,51.42,4410663.94,18.67,1114840.94,4.78,540887.62,2.32,351940.49,1.54,158059.05,0.69,319478.88,1.4,167959.47,0.74,443421.57,1.84,214869.1,0.89,0.53
groupeser,G6,Massif_central_6,total hors peupleraie hors indetermine,s,171093.19,17242773.34,101.62,7938152.66,46.91,2301316.43,13.33,745550.97,4.34,473698.98,2.78,209587.02,1.23,72790.97,0.48,32701.87,0.22,53666.7,0.35,24706.84,0.16,347241.32,1.95,152178.31,0.85,0.46
groupeser,G7,Massif_central_7,total hors peupleraie hors indetermine,s,249443.11,46162093.84,184.47,22128832.63,88.5,8785576.45,35.02,3245654.12,12.99,1238076.86,4.97,525528.72,2.11,609126.96,2.63,211929.9,0.92,305994.48,1.41,146685.3,0.67,322955.42,0.93,166913.52,0.52,0.48
groupeser,G8,Massif_central_8,total hors peupleraie hors indetermine,s,236350.13,50058636.96,211.31,22189167,93.75,6298779.06,26.27,1953989.26,8.17,1441615.37,6.14,592708.62,2.52,597638.98,2.94,198064.76,0.97,191977.93,0.96,85096.81,0.42,651998.46,2.24,309547.06,1.13,0.44
groupeser,G9,Massif_central_9,total hors peupleraie hors indetermine,s,108352.69,19545480.55,180.04,9364017.34,86.54,3345953.8,30.12,1056296.55,9.51,520798.92,4.87,235897.06,2.21,314581.26,3.27,111956.66,1.16,143570.92,1.49,68783.19,0.71,62646.74,0.11,55157.21,0.34,0.48
groupeser,H1,Alpes_1,total hors peupleraie hors indetermine,s,215449.29,71927125.63,333.17,26461988.26,122.46,10903038.95,50.82,2907356.98,13.54,1519146.31,7.07,530068.81,2.47,742952.76,3.5,225038.28,1.06,463743.34,2.2,170611.17,0.81,312450.21,1.37,134419.37,0.59,0.37
groupeser,H2,Alpes_2,total hors peupleraie hors indetermine,s,159247.51,44006863.37,276.91,15451949.88,97.23,6725205.04,41.94,1785460.64,11.14,1015329.3,6.4,347584.26,2.19,453446.16,2.71,153374.46,0.9,263892.68,1.6,92659.56,0.56,297990.47,2.1,101550.24,0.72,0.35
groupeser,H3,Alpes_3,total hors peupleraie hors indetermine,s,562282.49,60759106.31,107.72,28187808.89,49.96,11044571.95,19.55,3596133.7,6.37,1401400.15,2.48,623650.4,1.1,358649.98,0.63,133525.04,0.23,359727.67,0.64,166887.49,0.3,683022.5,1.21,323237.88,0.57,0.46
groupeser,H4,Alpes_4,total hors peupleraie hors indetermine,s,278731.38,47429087.74,170.07,19102483.71,68.56,7519909.39,26.91,2143815.06,7.66,918716.63,3.3,366438.53,1.32,135706.69,0.54,52783.23,0.21,148921.88,0.61,59979.6,0.24,634088.06,2.15,253675.7,0.86,0.4
groupeser,I1,Pyrenees_1,total hors peupleraie hors indetermine,s,287198.47,57120392.39,199.04,28090897.39,97.83,9063207.26,31.44,2895322.77,10.05,1469678.37,5.14,693219.02,2.42,399492.11,1.54,151490.53,0.59,213770.16,0.84,105128.75,0.41,856416.1,2.76,436599.74,1.42,0.49
groupeser,I2,Pyrenees_2,total hors peupleraie hors indetermine,s,376208.03,71391128.78,189.84,36750694.01,97.67,13764733.98,36.83,4743694.89,12.71,1676033.56,4.47,791376.42,2.11,520142.67,1.55,206564.33,0.61,304528.53,0.85,156765.06,0.44,851362.36,2.08,428047.02,1.06,0.51
groupeser,JX,Mediterranee_1_2_3_4,total hors peupleraie hors indetermine,s,1311594.11,87136389.02,66.28,53769137.91,40.91,13295450.87,10.09,5121351.21,3.89,2231045.44,1.7,1308146.37,1,609016.56,0.5,348492.31,0.29,422910.67,0.35,260964.94,0.22,1199118.21,0.85,698689.12,0.49,0.62
groupeser,K1,Corse,total hors peupleraie hors indetermine,s,390634.78,46622140.52,119.28,30736336.77,78.65,9949999.48,25.8,3876993.09,10.04,976405.07,2.5,622115.94,1.59,108320.75,0.29,69789.46,0.19,180623.43,0.51,119078.67,0.34,687460.89,1.69,433247.82,1.06,0.66
greco,A,Grand Ouest cristallin et oceanique,Conifere,s,89525.02,22512399.93,250.54,7896704.99,88.27,2151641.45,23.47,578794.74,6.37,993135.24,11,333539.41,3.71,958388.48,10.34,309545.64,3.35,94400.06,0.99,33112.84,0.35,-59653.3,-0.34,-9119.07,0,0.35
greco,A,Grand Ouest cristallin et oceanique,Feuillu,s,558115.79,95688778.8,171.53,52153480.1,93.52,12595914.28,22.48,4314439.06,7.69,2994638.92,5.37,1543728.24,2.77,671780.23,1.35,336587.91,0.68,305247.87,0.61,166369.97,0.33,2017610.81,3.42,1040770.37,1.76,0.55
greco,A,Grand Ouest cristallin et oceanique,Mixte,s,63751.93,14636079.05,230.53,6240801.44,98.53,1828042.04,29.61,515170.79,8.32,569404.67,8.98,231191.1,3.64,437973.91,7.11,156473.62,2.55,55999.7,0.9,23878.18,0.38,75431.07,0.97,50839.3,0.7,0.43
greco,B,Centre Nord semi-oceanique,Conifere,s,245050.6,56848393.15,232.21,19833652.73,81.01,5643322.46,23.14,1364419.13,5.59,2217999.11,9.07,764995.92,3.13,1827097.97,7.49,620256.33,2.54,164174.81,0.67,57278.42,0.23,226726.32,0.91,87461.18,0.35,0.35
greco,B,Centre Nord semi-oceanique,Feuillu,s,2451543.6,493951940.76,201.41,254695515.82,103.85,67449524.73,27.49,23265212.83,9.48,13229772.68,5.4,6677342.56,2.73,6809429.75,2.9,3450264.74,1.47,2768068.49,1.18,1427293.98,0.61,3652274.45,1.32,1799783.84,0.65,0.52
greco,B,Centre Nord semi-oceanique,Mixte,s,195615.7,38783129.16,197.61,16254904.5,82.76,6069880,31.15,1751283.89,8.97,1224473.51,6.27,498997.01,2.55,641896.3,3.87,244086.66,1.47,322931.57,1.76,135348.07,0.74,259645.65,0.63,119562.27,0.35,0.42
greco,C,Grand Est semi-continental,Conifere,s,89834.61,25021521.76,277.15,7841527.99,86.64,3501238.04,38.55,891652.46,9.8,1037516.61,11.17,316476.63,3.41,2021929.78,19.04,563041.03,5.3,261817.94,2.39,82051.47,0.75,-1246231.11,-10.26,-328615.87,-2.63,0.31
greco,C,Grand Est semi-continental,Feuillu,s,1903659.62,351966227.22,184.93,185862730.32,97.64,59232346.55,31,20328614.31,10.65,9252141.13,4.87,4791734.12,2.52,5583506.7,3.07,2949700.01,1.62,2546551.66,1.39,1344756.99,0.74,1122082.77,0.41,497277.12,0.17,0.53
greco,C,Grand Est semi-continental,Mixte,s,130981.98,30157656.24,227.49,12032228.9,90.8,5185682.3,40.14,1539513.66,11.91,965583.95,7.15,368185.13,2.74,1073565.69,6.59,376872.08,2.32,629759.75,3.86,251260.03,1.54,-737741.5,-3.3,-259946.98,-1.12,0.4
greco,D,Vosges,Conifere,s,180815.68,68206887.37,376.71,20683262.11,114.27,9984048.97,54.73,2239425.74,12.29,1969181.98,10.96,580812.28,3.23,1729474.39,10.4,488981.25,2.94,257891.32,1.57,78203.74,0.48,-18183.74,-1.01,13627.29,-0.19,0.3
greco,D,Vosges,Feuillu,s,244901.23,59761352.55,244.21,29583544.58,120.87,9042547.16,36.84,3050273.6,12.43,1527233.31,6.24,730206.95,2.98,961744.68,4.03,490805.24,2.05,261590.4,1.09,129494.58,0.54,303898.24,1.12,109907.13,0.39,0.5
greco,D,Vosges,Mixte,s,130099.68,36612720.63,282.43,13918784.43,107.28,6456121.62,49.79,1753974.86,13.49,1109715.45,8.47,407039.52,3.1,932164,5.89,320646.78,2.03,407202.7,2.55,154803.21,0.97,-229651.25,0.03,-68410.47,0.11,0.38
greco,E,Jura,Conifere,s,91934.71,36606565.55,398.49,10608224.32,115.73,3640555.45,40.3,833604.46,9.27,1049294.6,11.28,291938.61,3.15,1919248.09,19.25,528736.69,5.29,356162.53,3.43,103212.41,0.99,-1226116.02,-11.4,-340010.49,-3.14,0.29
greco,E,Jura,Feuillu,s,253359.76,44916270.37,176.73,23115295.72,90.99,9182054.41,36.11,3547689.26,13.96,1042308.87,4.1,524334.92,2.07,372919.61,1.5,201069.26,0.81,470152.25,1.89,241954.83,0.97,199237,0.72,81310.83,0.29,0.51
greco,E,Jura,Mixte,s,151802.55,41965995.2,276.67,14914465.34,98.31,7544255.28,49.23,2040615.65,13.3,1243724.25,8.19,424856.59,2.8,1057253.91,6.99,333709.73,2.2,440763.57,2.8,156644.76,0.99,-254293.24,-1.6,-65497.9,-0.4,0.36
greco,F,Sud-Ouest oceanique,Conifere,s,709706.45,99631082.6,140.75,37683282.64,53.22,4857026.35,6.92,1257873.76,1.79,7915734.45,11.23,2993809.6,4.25,5304814.45,8.43,1982664.5,3.15,107959.49,0.17,40833.32,0.06,2502960.51,2.63,970311.78,1.03,0.38
greco,F,Sud-Ouest oceanique,Feuillu,s,1386528.83,205981709.53,148.45,114998679.03,82.87,41199654.29,29.67,15379664.67,11.07,6305593.74,4.56,3370733.17,2.44,1724569.35,1.34,874644.91,0.68,1148874.1,0.89,641411.34,0.5,3432150.29,2.33,1854676.93,1.26,0.56
greco,F,Sud-Ouest oceanique,Mixte,s,145520.32,27555571.27,188.03,12497938.02,84.88,3734658.44,25.03,1196592.7,8.06,1054963.82,7.22,446042.35,3.04,398534.74,3.01,159583.75,1.21,98303.64,0.75,44586,0.34,558125.44,3.45,241872.59,1.49,0.45
greco,G,Massif central,Conifere,s,733987.75,238653029.31,324.72,74535813.75,101.42,26941841.06,36.63,6365412.3,8.65,8500293.34,11.61,2581344.69,3.53,7481637.26,10.62,2211897.12,3.14,873763.59,1.24,272892.75,0.39,144892.49,-0.25,96554.83,0,0.31
greco,G,Massif central,Feuillu,s,1629746.91,278961242.47,171.17,153192014.8,94,58768608.72,36.07,21710732.41,13.32,7209777.16,4.43,3756395.05,2.31,2414715.3,1.6,1213572.03,0.8,1915331.64,1.26,1051807.45,0.69,2879730.22,1.58,1491015.57,0.81,0.55
greco,G,Massif central,Mixte,s,376366.14,87891246.16,233.17,35953994.27,95.36,15079347.48,39.86,4395578.09,11.62,2777937.57,7.36,1058583.24,2.8,1657308.53,4.39,580847.13,1.53,611602.67,1.61,250190.55,0.66,509026.37,1.36,227545.56,0.61,0.41
greco,H,Alpes,Conifere,s,556827.39,112623509.24,202.61,38243157.63,68.78,15827978.96,28.52,4078020.65,7.35,2309551.14,4.15,760002.04,1.36,1162148.07,2.04,341143.17,0.6,477546.52,0.82,162158.75,0.28,669856.55,1.28,256700.13,0.49,0.34
greco,H,Alpes,Feuillu,s,337592.3,45194339.83,133.69,24844550.8,73.52,9563627.29,28.55,3436752.86,10.25,988344.43,2.93,519710.18,1.54,247120.3,0.73,123058.11,0.36,325134.35,1.02,178735.15,0.56,416089.78,1.19,217916.92,0.62,0.55
greco,H,Alpes,Mixte,s,321290.98,66304333.97,206.71,26116522.3,81.16,10801119.08,33.72,3031542.14,9.46,1556696.83,4.88,588029.78,1.84,281487.22,1.01,100519.73,0.36,433604.69,1.52,170791.95,0.6,841604.92,2.35,316718.1,0.88,0.39
greco,I,Pyrenees,Conifere,s,106676.69,28186950.53,264.34,9705139.59,91.03,4540460.86,43.56,1183633.95,11.36,697268.44,6.52,235436.07,2.2,325840.33,3.27,101303.59,1.01,71540.78,0.7,24632.43,0.24,299887.34,2.56,109500.05,0.95,0.34
greco,I,Pyrenees,Feuillu,s,482207.58,83543385.4,173.25,48274453.68,100.01,15527283.22,32.34,5540989.62,11.54,2002054.04,4.16,1077422.27,2.24,319707.27,0.73,164453.79,0.38,386568.72,0.9,223373.68,0.52,1295778.05,2.53,689594.8,1.34,0.58
greco,I,Pyrenees,Mixte,s,74522.23,16781185.24,220.44,6861998.13,90.31,2760197.16,37.15,838574.58,11.18,446389.46,6.02,171737.1,2.32,274087.19,4.24,92297.48,1.4,60189.19,0.95,24611.98,0.39,112113.08,0.83,54827.65,0.53,0.41
greco,J,Mediterranee,Conifere,s,272982.99,22891816.82,83.04,10114513.84,36.73,3105929.96,11.31,830295.6,3.03,650265.42,2.35,277623.46,1.01,233007.24,0.78,97433.45,0.33,127582.49,0.49,56371.01,0.22,289675.68,1.08,123819,0.46,0.44
greco,J,Mediterranee,Feuillu,s,798745.17,45287123.26,56.43,33435879.6,41.71,7280891.82,9.11,3272721.88,4.09,1099806.93,1.38,780679.27,0.98,283610.88,0.39,196760.63,0.27,232537.1,0.31,171684.18,0.23,583658.95,0.67,412234.46,0.48,0.74
greco,J,Mediterranee,Mixte,s,239865.95,18957448.93,78.64,10218744.46,42.44,2908629.09,12.16,1087872.13,4.56,480973.09,2,249843.63,1.04,92398.44,0.5,54298.24,0.3,62791.08,0.26,33846.64,0.14,325783.58,1.23,161698.75,0.6,0.54
